Customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,sales_channel,vehicle_class
TY43440,California,Yes,Basic,High School or Below,1/10/11,Employed,M,Suburban,Married,Personal Auto,Branch,SUV
WO59883,Washington,No,Basic,High School or Below,1/19/11,Employed,F,Suburban,Single,Personal Auto,Agent,Two-Door Car
MM45334,Oregon,No,Basic,College,2/14/11,Employed,F,Rural,Single,Personal Auto,Call Center,Four-Door Car
KH93988,Oregon,No,Extended,College,1/5/11,Employed,F,Rural,Married,Personal Auto,Web,Two-Door Car
RY38931,Arizona,Yes,Basic,Bachelor,1/19/11,Employed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
CV48634,Nevada,No,Basic,College,1/16/11,Employed,M,Rural,Married,Personal Auto,Call Center,SUV
IH48064,Washington,No,Basic,High School or Below,2/2/11,Employed,M,Suburban,Married,Personal Auto,Agent,SUV
ZS96174,Oregon,No,Basic,College,1/19/11,Medical Leave,M,Suburban,Single,Personal Auto,Branch,Two-Door Car
MI62456,Arizona,Yes,Extended,Bachelor,1/3/11,Retired,F,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
DD44177,California,Yes,Basic,Doctor,1/27/11,Disabled,F,Suburban,Divorced,Personal Auto,Branch,Two-Door Car
NX31380,Arizona,No,Extended,Bachelor,2/18/11,Employed,F,Suburban,Married,Corporate Auto,Branch,Four-Door Car
KQ43374,Oregon,No,Basic,College,2/19/11,Employed,F,Urban,Married,Corporate Auto,Agent,SUV
XA54112,California,No,Basic,Bachelor,2/11/11,Disabled,M,Suburban,Single,Corporate Auto,Call Center,SUV
QB14087,California,No,Basic,College,1/19/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
FV42881,Oregon,No,Basic,College,2/5/11,Employed,F,Rural,Married,Corporate Auto,Call Center,Two-Door Car
AV76907,Oregon,Yes,Basic,College,2/26/11,Employed,F,Rural,Married,Personal Auto,Agent,SUV
VM85555,California,No,Basic,College,2/23/11,Employed,F,Rural,Single,Personal Auto,Branch,Four-Door Car
ZU88113,Oregon,No,Extended,College,2/7/11,Employed,M,Urban,Married,Personal Auto,Agent,Two-Door Car
SZ75668,Oregon,No,Basic,College,1/15/11,Employed,M,Urban,Married,Personal Auto,Agent,Four-Door Car
MZ65087,Oregon,No,Basic,College,1/29/11,Employed,M,Rural,Divorced,Personal Auto,Web,Four-Door Car
EL61402,Arizona,No,Extended,Bachelor,1/5/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
CJ31839,California,No,Basic,Bachelor,2/18/11,Employed,M,Urban,Married,Special Auto,Web,Four-Door Car
XM11175,Arizona,No,Extended,College,1/2/11,Unemployed,M,Suburban,Single,Personal Auto,Web,Four-Door Car
LF41085,Arizona,No,Basic,College,1/22/11,Medical Leave,F,Rural,Divorced,Personal Auto,Agent,Two-Door Car
MB19556,California,No,Extended,College,1/20/11,Employed,F,Suburban,Married,Personal Auto,Agent,SUV
HC74532,Oregon,No,Basic,Bachelor,1/19/11,Unemployed,F,Suburban,Married,Corporate Auto,Agent,Four-Door Car
SB66770,Arizona,Yes,Premium,Master,1/26/11,Employed,M,Rural,Married,Corporate Auto,Agent,Two-Door Car
JI25066,Arizona,No,Basic,Bachelor,1/18/11,Employed,F,Urban,Married,Personal Auto,Web,Two-Door Car
PY98958,Oregon,Yes,Basic,Bachelor,2/10/11,Employed,M,Suburban,Single,Special Auto,Call Center,SUV
RA65645,California,Yes,Basic,High School or Below,2/17/11,Employed,M,Rural,Married,Personal Auto,Agent,Sports Car
FQ79356,California,No,Basic,Bachelor,2/24/11,Medical Leave,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
TM25808,California,No,Basic,High School or Below,2/10/11,Employed,M,Urban,Divorced,Personal Auto,Agent,Two-Door Car
XO46388,California,No,Basic,Bachelor,1/25/11,Disabled,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
LB81265,Arizona,No,Basic,Bachelor,2/9/11,Employed,F,Urban,Divorced,Personal Auto,Call Center,Four-Door Car
JR38787,Nevada,No,Extended,High School or Below,2/19/11,Disabled,M,Suburban,Married,Personal Auto,Branch,SUV
KZ22690,California,No,Extended,College,2/12/11,Employed,F,Rural,Single,Personal Auto,Web,Four-Door Car
NY49598,California,No,Basic,College,1/21/11,Employed,M,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
KY39767,Oregon,No,Basic,College,2/4/11,Unemployed,F,Suburban,Single,Personal Auto,Call Center,Four-Door Car
YU35386,Arizona,No,Basic,Bachelor,2/15/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
TF82172,Arizona,No,Basic,College,1/5/11,Medical Leave,M,Rural,Married,Corporate Auto,Web,SUV
ER40041,Oregon,No,Basic,College,2/5/11,Employed,F,Rural,Married,Personal Auto,Call Center,Luxury Car
MS39869,Nevada,No,Basic,College,1/5/11,Unemployed,F,Suburban,Single,Personal Auto,Call Center,Four-Door Car
PV77906,Arizona,No,Basic,Bachelor,1/22/11,Disabled,M,Suburban,Married,Corporate Auto,Web,Two-Door Car
QF21045,Oregon,No,Basic,College,2/14/11,Employed,F,Urban,Married,Personal Auto,Branch,Two-Door Car
HF65914,Arizona,No,Extended,College,1/3/11,Unemployed,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
AJ58038,California,Yes,Basic,Bachelor,1/10/11,Unemployed,F,Suburban,Married,Corporate Auto,Call Center,Four-Door Car
ZR88383,Nevada,Yes,Basic,College,2/24/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
OT49339,Oregon,No,Basic,College,2/26/11,Disabled,M,Urban,Married,Corporate Auto,Call Center,SUV
FI74985,Oregon,No,Basic,High School or Below,1/19/11,Unemployed,F,Suburban,Single,Personal Auto,Web,Four-Door Car
JW15301,Arizona,No,Basic,High School or Below,1/20/11,Medical Leave,M,Suburban,Married,Corporate Auto,Agent,Four-Door Car
PY20159,Nevada,No,Extended,College,1/27/11,Employed,M,Rural,Single,Corporate Auto,Web,Sports Car
NC42524,California,No,Extended,College,1/13/11,Employed,M,Suburban,Single,Special Auto,Web,Four-Door Car
ZG19911,California,No,Basic,Bachelor,2/2/11,Employed,F,Rural,Married,Personal Auto,Web,Two-Door Car
DI89983,California,No,Basic,Bachelor,2/4/11,Medical Leave,M,Suburban,Divorced,Personal Auto,Branch,Four-Door Car
IG56214,Nevada,No,Basic,High School or Below,1/27/11,Disabled,M,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
LC59148,Washington,Yes,Extended,High School or Below,1/27/11,Employed,F,Suburban,Married,Personal Auto,Branch,SUV
UO95739,Oregon,No,Basic,College,2/24/11,Employed,M,Urban,Divorced,Personal Auto,Web,SUV
SB64873,Oregon,No,Basic,Doctor,2/13/11,Employed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
TE82896,Oregon,No,Basic,High School or Below,2/19/11,Unemployed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
VY64199,Oregon,No,Basic,Bachelor,1/9/11,Disabled,F,Urban,Married,Corporate Auto,Branch,Four-Door Car
IE82679,California,Yes,Basic,Bachelor,2/9/11,Medical Leave,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
SL70257,Nevada,No,Basic,College,2/4/11,Employed,F,Suburban,Divorced,Personal Auto,Branch,Four-Door Car
XJ85947,Oregon,No,Extended,College,2/5/11,Employed,F,Urban,Divorced,Personal Auto,Web,Four-Door Car
EF84269,California,No,Extended,College,2/21/11,Employed,F,Rural,Married,Personal Auto,Web,SUV
NY91328,California,No,Extended,Bachelor,2/2/11,Retired,F,Suburban,Divorced,Personal Auto,Agent,SUV
AT49447,California,No,Extended,Bachelor,1/15/11,Employed,M,Rural,Married,Personal Auto,Call Center,Two-Door Car
BM70908,Arizona,No,Basic,College,1/26/11,Employed,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
GM63998,Oregon,No,Premium,Doctor,2/14/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Luxury Car
AR61426,California,No,Extended,Bachelor,1/24/11,Employed,F,Rural,Married,Personal Auto,Branch,Two-Door Car
CB62406,Arizona,No,Premium,High School or Below,2/4/11,Employed,M,Suburban,Married,Corporate Auto,Call Center,SUV
WH82416,Oregon,No,Extended,Bachelor,2/12/11,Employed,M,Urban,Married,Personal Auto,Agent,Four-Door Car
UI53874,Arizona,No,Basic,Doctor,2/2/11,Unemployed,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
LM44949,Oregon,No,Basic,Doctor,1/13/11,Employed,F,Urban,Married,Special Auto,Agent,Four-Door Car
JR59597,California,No,Extended,Bachelor,2/27/11,Employed,M,Suburban,Single,Personal Auto,Call Center,Two-Door Car
ZS22428,California,No,Basic,Bachelor,2/14/11,Employed,F,Rural,Married,Personal Auto,Agent,Four-Door Car
AZ34845,California,No,Basic,Bachelor,2/20/11,Employed,F,Urban,Married,Personal Auto,Agent,Sports Car
FL67726,Washington,Yes,Basic,High School or Below,2/18/11,Retired,M,Suburban,Divorced,Personal Auto,Branch,SUV
QU20310,Arizona,No,Extended,High School or Below,1/2/11,Employed,F,Suburban,Married,Corporate Auto,Call Center,Four-Door Car
NQ42020,Oregon,No,Basic,High School or Below,2/7/11,Employed,M,Urban,Married,Personal Auto,Agent,Luxury SUV
ZF40143,Nevada,No,Premium,College,1/24/11,Employed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
GU65780,California,No,Basic,Doctor,1/20/11,Employed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
KY32675,Arizona,No,Extended,High School or Below,1/11/11,Employed,M,Suburban,Married,Special Auto,Branch,Two-Door Car
ZX35838,Oregon,No,Premium,Master,1/25/11,Employed,F,Rural,Married,Personal Auto,Agent,Four-Door Car
LU42720,Nevada,No,Extended,College,2/20/11,Employed,M,Suburban,Divorced,Personal Auto,Call Center,SUV
FB25242,Oregon,No,Basic,College,1/15/11,Employed,M,Suburban,Married,Corporate Auto,Call Center,Four-Door Car
RW51650,Oregon,Yes,Basic,Bachelor,2/18/11,Employed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
XX94684,Nevada,No,Extended,High School or Below,1/28/11,Employed,M,Suburban,Single,Personal Auto,Agent,Sports Car
AH99727,Arizona,No,Basic,Bachelor,1/5/11,Disabled,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
NZ85858,Arizona,No,Basic,High School or Below,1/29/11,Employed,F,Urban,Married,Personal Auto,Branch,Four-Door Car
JU19953,California,No,Basic,Master,1/8/11,Employed,F,Urban,Married,Personal Auto,Branch,Two-Door Car
LC33025,Oregon,No,Extended,College,2/14/11,Employed,M,Suburban,Married,Personal Auto,Call Center,Luxury Car
BV86143,California,No,Basic,High School or Below,2/23/11,Employed,F,Urban,Married,Personal Auto,Call Center,Four-Door Car
AY88788,Oregon,No,Basic,College,1/3/11,Employed,F,Urban,Married,Personal Auto,Branch,Luxury SUV
OJ33945,Oregon,No,Basic,High School or Below,1/8/11,Employed,F,Rural,Divorced,Personal Auto,Agent,Two-Door Car
LO84523,Oregon,No,Basic,High School or Below,2/4/11,Unemployed,M,Suburban,Single,Personal Auto,Web,Luxury Car
GJ43254,Washington,No,Extended,College,1/22/11,Employed,M,Rural,Married,Corporate Auto,Call Center,Two-Door Car
AR96516,Oregon,No,Basic,Bachelor,1/28/11,Employed,F,Suburban,Married,Personal Auto,Web,Two-Door Car
WH11924,Washington,No,Basic,College,2/5/11,Unemployed,M,Suburban,Single,Personal Auto,Web,Two-Door Car
DL26809,Nevada,No,Basic,College,2/27/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
MV69686,Oregon,No,Extended,Doctor,1/3/11,Employed,F,Urban,Married,Corporate Auto,Agent,Four-Door Car
SC95565,Nevada,No,Basic,High School or Below,2/15/11,Employed,F,Urban,Married,Personal Auto,Branch,Two-Door Car
RL31641,Oregon,No,Basic,College,1/29/11,Unemployed,F,Suburban,Single,Personal Auto,Web,Two-Door Car
OH83248,California,No,Premium,Master,1/1/11,Employed,M,Urban,Married,Personal Auto,Call Center,Four-Door Car
DB28979,California,No,Basic,Bachelor,1/26/11,Employed,M,Suburban,Divorced,Corporate Auto,Agent,Two-Door Car
ZS32263,California,No,Extended,High School or Below,2/22/11,Employed,F,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
IY59173,Oregon,No,Extended,Master,1/6/11,Employed,F,Suburban,Married,Personal Auto,Call Center,SUV
KL17620,California,No,Basic,College,1/28/11,Disabled,F,Suburban,Single,Corporate Auto,Web,Four-Door Car
CP28581,Arizona,No,Basic,College,2/11/11,Employed,M,Rural,Married,Personal Auto,Branch,SUV
QR15592,Arizona,No,Basic,Bachelor,2/18/11,Employed,F,Rural,Divorced,Personal Auto,Branch,Four-Door Car
DX98298,Washington,No,Basic,High School or Below,1/8/11,Employed,M,Suburban,Married,Personal Auto,Agent,Sports Car
TG68823,Arizona,Yes,Basic,Bachelor,1/12/11,Employed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
WO78310,Oregon,No,Basic,College,2/8/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Four-Door Car
SC78905,Oregon,No,Basic,College,2/4/11,Unemployed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
EL88957,California,No,Basic,College,1/14/11,Unemployed,M,Suburban,Married,Personal Auto,Agent,SUV
SS54050,California,No,Basic,Bachelor,1/11/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
ZV99487,Arizona,No,Extended,Bachelor,1/11/11,Unemployed,F,Rural,Married,Personal Auto,Call Center,Four-Door Car
XI51746,Oregon,No,Basic,Bachelor,1/21/11,Employed,F,Urban,Married,Personal Auto,Call Center,SUV
KG85675,Nevada,Yes,Extended,Bachelor,1/10/11,Medical Leave,F,Suburban,Married,Personal Auto,Agent,SUV
KK64803,California,No,Extended,High School or Below,2/5/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
OM80593,California,No,Basic,Bachelor,2/23/11,Unemployed,F,Suburban,Single,Personal Auto,Call Center,SUV
RL59810,Oregon,No,Basic,College,2/18/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
QQ53360,Nevada,No,Extended,College,1/13/11,Unemployed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
WR76339,California,No,Basic,College,1/11/11,Employed,M,Suburban,Married,Corporate Auto,Branch,Two-Door Car
BA40043,California,No,Basic,College,1/3/11,Employed,M,Rural,Single,Corporate Auto,Branch,Four-Door Car
MK52197,Nevada,No,Basic,Master,2/8/11,Unemployed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
SV48204,Oregon,Yes,Extended,College,2/1/11,Employed,F,Rural,Divorced,Personal Auto,Agent,Four-Door Car
RJ79502,Arizona,No,Basic,Bachelor,2/8/11,Employed,M,Urban,Divorced,Personal Auto,Call Center,SUV
SM14243,Washington,No,Basic,High School or Below,2/26/11,Unemployed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
NL32558,Arizona,Yes,Extended,High School or Below,2/19/11,Disabled,F,Suburban,Married,Personal Auto,Agent,Two-Door Car
CP92616,Nevada,No,Extended,High School or Below,2/25/11,Employed,M,Urban,Married,Personal Auto,Agent,Luxury SUV
BP28492,Arizona,Yes,Basic,College,1/31/11,Employed,F,Suburban,Divorced,Corporate Auto,Call Center,Four-Door Car
MX28412,Oregon,No,Basic,College,1/13/11,Medical Leave,F,Suburban,Married,Personal Auto,Web,Four-Door Car
DT99586,California,No,Basic,Master,2/8/11,Employed,F,Rural,Married,Personal Auto,Agent,SUV
IC41932,Nevada,No,Basic,College,1/4/11,Employed,M,Suburban,Divorced,Personal Auto,Call Center,SUV
DA35744,Oregon,No,Basic,Doctor,1/10/11,Employed,M,Rural,Single,Corporate Auto,Agent,Four-Door Car
GU96042,California,No,Basic,High School or Below,2/4/11,Employed,M,Urban,Married,Corporate Auto,Agent,Two-Door Car
UW98698,California,No,Basic,College,2/8/11,Unemployed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
SF32458,California,No,Basic,Doctor,1/30/11,Medical Leave,M,Urban,Married,Personal Auto,Agent,Four-Door Car
OM85313,California,No,Basic,Master,1/15/11,Employed,M,Urban,Married,Personal Auto,Agent,Four-Door Car
MH81246,Oregon,No,Extended,High School or Below,2/17/11,Employed,M,Urban,Married,Corporate Auto,Agent,Four-Door Car
OH99089,California,No,Basic,Master,2/22/11,Employed,F,Rural,Married,Personal Auto,Branch,Four-Door Car
TG57800,Oregon,No,Basic,College,1/13/11,Unemployed,F,Suburban,Single,Personal Auto,Call Center,Two-Door Car
GX19342,California,No,Premium,High School or Below,1/28/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Four-Door Car
XE39286,Arizona,No,Extended,Bachelor,1/3/11,Employed,F,Suburban,Married,Personal Auto,Web,Sports Car
JA93297,California,Yes,Basic,Bachelor,1/25/11,Retired,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
II37789,Arizona,No,Extended,College,2/18/11,Unemployed,F,Suburban,Single,Corporate Auto,Branch,Four-Door Car
IC32996,Oregon,No,Basic,High School or Below,2/9/11,Employed,M,Urban,Married,Corporate Auto,Agent,Two-Door Car
LO67195,Arizona,No,Extended,College,1/28/11,Employed,F,Rural,Married,Corporate Auto,Agent,Four-Door Car
PG93638,Oregon,No,Basic,College,1/22/11,Employed,M,Urban,Married,Personal Auto,Call Center,Two-Door Car
OZ41737,Oregon,No,Basic,Doctor,2/22/11,Unemployed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
OY66019,Oregon,No,Extended,College,2/28/11,Unemployed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
CH73843,Arizona,No,Basic,High School or Below,2/9/11,Employed,M,Rural,Married,Personal Auto,Branch,Two-Door Car
XT93203,California,Yes,Premium,High School or Below,2/8/11,Employed,M,Suburban,Divorced,Personal Auto,Agent,Luxury SUV
OR85652,Oregon,No,Extended,Bachelor,2/17/11,Employed,F,Rural,Married,Personal Auto,Agent,Four-Door Car
YD87931,Washington,No,Basic,Doctor,1/10/11,Employed,M,Rural,Married,Personal Auto,Agent,Four-Door Car
XK11432,Arizona,No,Basic,Bachelor,2/2/11,Unemployed,M,Suburban,Married,Personal Auto,Branch,Two-Door Car
OX24868,California,No,Premium,High School or Below,2/25/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,SUV
EZ74530,Nevada,No,Basic,High School or Below,1/8/11,Unemployed,M,Suburban,Single,Personal Auto,Web,Sports Car
HP46467,Oregon,No,Extended,College,2/18/11,Employed,F,Suburban,Divorced,Corporate Auto,Web,SUV
KP54476,California,No,Extended,Master,1/22/11,Employed,M,Suburban,Single,Personal Auto,Web,Two-Door Car
AI47152,Nevada,No,Basic,College,1/21/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
BU15334,California,Yes,Basic,Master,1/17/11,Employed,F,Suburban,Single,Corporate Auto,Branch,SUV
GD59796,Nevada,No,Premium,College,2/15/11,Employed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
OX59701,California,No,Extended,High School or Below,1/20/11,Employed,M,Suburban,Married,Personal Auto,Branch,SUV
OD63728,California,No,Basic,College,2/4/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Two-Door Car
JC38573,Oregon,Yes,Basic,Bachelor,1/19/11,Employed,M,Suburban,Single,Corporate Auto,Agent,Four-Door Car
RC11491,Oregon,No,Extended,College,1/2/11,Employed,F,Rural,Married,Corporate Auto,Call Center,SUV
RZ24101,Nevada,No,Premium,College,1/4/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Call Center,SUV
OB88698,Oregon,No,Basic,High School or Below,1/23/11,Employed,M,Rural,Married,Personal Auto,Branch,Two-Door Car
IK92617,Oregon,No,Extended,Bachelor,2/11/11,Employed,F,Urban,Married,Personal Auto,Agent,Four-Door Car
YH43996,Arizona,No,Premium,College,1/21/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,Four-Door Car
BJ65040,Arizona,No,Basic,High School or Below,1/3/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
WY57101,Arizona,Yes,Extended,Doctor,1/8/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
OG77759,Arizona,No,Basic,Bachelor,1/14/11,Disabled,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
HN38084,Nevada,No,Basic,High School or Below,1/10/11,Employed,M,Suburban,Married,Corporate Auto,Branch,Two-Door Car
GD11927,California,No,Basic,High School or Below,2/25/11,Employed,M,Suburban,Single,Personal Auto,Agent,Four-Door Car
MC20349,California,No,Basic,Bachelor,1/30/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Four-Door Car
HM22034,Nevada,No,Basic,College,1/22/11,Unemployed,M,Suburban,Divorced,Personal Auto,Agent,Four-Door Car
KH48996,Arizona,No,Basic,Bachelor,2/23/11,Employed,F,Rural,Divorced,Personal Auto,Branch,Sports Car
VM34210,Washington,No,Basic,College,1/1/11,Unemployed,F,Urban,Married,Personal Auto,Web,SUV
LS90887,California,No,Basic,Bachelor,2/18/11,Employed,F,Urban,Married,Special Auto,Web,Four-Door Car
EN72010,Oregon,No,Basic,College,1/25/11,Disabled,M,Suburban,Single,Personal Auto,Agent,Two-Door Car
KH44031,Oregon,No,Extended,Master,1/4/11,Unemployed,F,Suburban,Married,Personal Auto,Call Center,Four-Door Car
GJ47896,Arizona,No,Basic,College,1/13/11,Employed,F,Urban,Married,Personal Auto,Branch,Two-Door Car
GD87742,Oregon,No,Basic,College,1/26/11,Employed,F,Suburban,Married,Personal Auto,Web,Sports Car
MD14027,Nevada,No,Basic,Bachelor,1/20/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Two-Door Car
XA32915,Nevada,No,Basic,High School or Below,2/15/11,Unemployed,M,Suburban,Single,Personal Auto,Branch,Two-Door Car
XR52852,Oregon,Yes,Basic,College,2/22/11,Unemployed,F,Suburban,Divorced,Special Auto,Branch,Four-Door Car
EZ48947,Nevada,No,Basic,College,1/31/11,Employed,M,Rural,Single,Special Auto,Agent,SUV
OJ50322,Nevada,No,Premium,High School or Below,1/21/11,Employed,M,Suburban,Married,Personal Auto,Call Center,SUV
XB77333,Oregon,Yes,Basic,College,1/27/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
QB58745,California,No,Basic,High School or Below,1/23/11,Employed,M,Urban,Married,Personal Auto,Web,Two-Door Car
IG62421,Nevada,Yes,Extended,Doctor,2/18/11,Employed,M,Rural,Divorced,Personal Auto,Branch,Four-Door Car
SF29724,California,No,Basic,Bachelor,1/12/11,Employed,F,Rural,Single,Personal Auto,Branch,Four-Door Car
WM95454,California,Yes,Extended,Bachelor,1/3/11,Retired,F,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
CB96381,California,No,Basic,College,1/11/11,Employed,F,Urban,Divorced,Corporate Auto,Agent,Four-Door Car
MJ60422,Arizona,No,Extended,Bachelor,2/9/11,Employed,M,Suburban,Married,Personal Auto,Call Center,Two-Door Car
NC63295,Arizona,No,Basic,High School or Below,2/10/11,Unemployed,M,Suburban,Married,Corporate Auto,Branch,Four-Door Car
JX76668,Washington,No,Premium,High School or Below,1/6/11,Employed,F,Rural,Married,Personal Auto,Agent,Sports Car
ZE76673,Oregon,Yes,Extended,Doctor,1/18/11,Employed,M,Suburban,Divorced,Personal Auto,Agent,Sports Car
XG19917,Washington,No,Extended,Bachelor,2/5/11,Unemployed,F,Suburban,Single,Personal Auto,Branch,Four-Door Car
WF34690,Oregon,No,Basic,Bachelor,2/7/11,Unemployed,F,Suburban,Married,Personal Auto,Branch,Four-Door Car
ZM28138,Arizona,No,Basic,Bachelor,1/1/11,Employed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
FI14842,Nevada,No,Basic,College,1/29/11,Unemployed,F,Suburban,Married,Personal Auto,Web,SUV
KC32511,Oregon,Yes,Basic,Master,2/3/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
NE10467,Arizona,No,Basic,High School or Below,2/24/11,Employed,F,Suburban,Married,Corporate Auto,Call Center,SUV
PT93474,Oregon,No,Basic,Bachelor,2/4/11,Unemployed,F,Suburban,Divorced,Personal Auto,Web,Four-Door Car
RL74454,Nevada,No,Basic,Bachelor,2/6/11,Employed,F,Urban,Married,Personal Auto,Branch,Four-Door Car
DQ31994,Nevada,No,Extended,College,2/19/11,Unemployed,F,Suburban,Single,Corporate Auto,Agent,Four-Door Car
DN98431,Oregon,No,Basic,High School or Below,2/27/11,Unemployed,F,Suburban,Married,Corporate Auto,Branch,Four-Door Car
EV53200,Nevada,No,Basic,College,1/8/11,Employed,M,Urban,Divorced,Personal Auto,Agent,SUV
AJ89107,Arizona,No,Extended,High School or Below,2/2/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
WS25565,California,Yes,Basic,Master,1/31/11,Disabled,M,Suburban,Divorced,Personal Auto,Call Center,Four-Door Car
ZY33234,Nevada,No,Premium,High School or Below,1/12/11,Employed,F,Suburban,Single,Personal Auto,Branch,Two-Door Car
QW17286,Washington,No,Basic,Master,2/13/11,Employed,F,Urban,Married,Personal Auto,Web,Four-Door Car
TO34442,Washington,No,Basic,College,2/23/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
DG90902,California,No,Basic,College,1/12/11,Employed,F,Suburban,Married,Personal Auto,Agent,Four-Door Car
SW96063,Arizona,No,Extended,Bachelor,2/23/11,Employed,F,Urban,Divorced,Personal Auto,Call Center,SUV
CP19929,California,No,Basic,Bachelor,2/10/11,Unemployed,F,Suburban,Single,Corporate Auto,Agent,Two-Door Car
KR50062,Oregon,No,Basic,College,2/11/11,Employed,M,Suburban,Married,Personal Auto,Call Center,Two-Door Car
CU19735,Arizona,No,Basic,High School or Below,2/24/11,Employed,M,Suburban,Married,Corporate Auto,Call Center,SUV
ST52914,Arizona,No,Extended,College,2/5/11,Employed,M,Suburban,Divorced,Personal Auto,Branch,Two-Door Car
WQ68301,Oregon,No,Basic,Bachelor,1/29/11,Medical Leave,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
LR33381,Nevada,No,Basic,Doctor,2/18/11,Unemployed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
UR36912,California,No,Basic,Bachelor,1/31/11,Employed,M,Suburban,Married,Personal Auto,Agent,Two-Door Car
SK46419,California,No,Basic,High School or Below,1/31/11,Employed,M,Suburban,Single,Personal Auto,Branch,SUV
BY88757,California,No,Extended,Master,2/3/11,Unemployed,M,Suburban,Married,Personal Auto,Call Center,SUV
ER65086,Nevada,No,Extended,Doctor,1/18/11,Employed,M,Rural,Married,Personal Auto,Branch,Four-Door Car
TP87527,California,No,Basic,High School or Below,2/15/11,Unemployed,F,Suburban,Divorced,Corporate Auto,Branch,Four-Door Car
VL80291,Nevada,No,Extended,Master,1/4/11,Employed,F,Rural,Divorced,Personal Auto,Web,Two-Door Car
WL45773,California,No,Basic,Doctor,1/2/11,Employed,F,Urban,Married,Special Auto,Call Center,Four-Door Car
TT36693,Nevada,Yes,Premium,College,1/3/11,Employed,M,Suburban,Married,Personal Auto,Branch,Four-Door Car
PT12544,Arizona,No,Extended,College,2/24/11,Employed,M,Urban,Married,Personal Auto,Call Center,Four-Door Car
CI24326,Oregon,No,Extended,Bachelor,1/23/11,Unemployed,M,Suburban,Married,Personal Auto,Web,Four-Door Car
YQ73717,California,No,Basic,High School or Below,1/31/11,Unemployed,M,Suburban,Married,Personal Auto,Agent,Four-Door Car
FG99706,Oregon,No,Extended,College,1/6/11,Unemployed,F,Suburban,Single,Personal Auto,Agent,Four-Door Car
OM63414,Arizona,No,Basic,Bachelor,2/21/11,Employed,F,Rural,Single,Personal Auto,Agent,Two-Door Car
