,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
1937,8663.497618,0.0,83.0,18.0,90.0,1,2,398.4
1938,2535.321683,0.0,68.0,24.0,73.0,0,1,326.4
1939,8004.9404749870755,60228.0,112.0,23.0,28.0,1,2,286.102971
1940,7349.32849,27072.0,93.0,24.0,27.0,0,8,565.336931
1941,8509.850887,26057.0,74.0,3.0,63.0,0,2,523.888845
1942,4297.189057,66331.0,107.0,0.0,74.0,0,1,513.6
1943,2778.323903,66030.0,69.0,33.0,19.0,1,1,282.153792
1944,5532.863336,59768.0,71.0,6.0,93.0,1,3,340.8
1945,8004.9404749870755,45106.0,73.0,22.0,21.0,0,2,350.4
1946,10479.89966,78435.0,130.0,11.0,19.0,0,4,553.61131
1947,2242.574431,0.0,63.0,31.0,99.0,1,1,453.6
1948,2754.45676,79507.0,70.0,7.0,17.0,3,1,442.199439
1949,8041.20055,44986.0,101.0,14.0,83.0,0,3,624.023564
1950,6042.9119,25899.0,79.0,10.0,11.0,0,8,568.8
1951,2827.43885,13610.0,74.0,7.0,64.0,0,1,355.2
1952,8004.9404749870755,0.0,65.0,11.0,15.0,0,2,312.0
1953,2796.802191,77362.0,70.0,14.0,25.0,0,1,386.599797
1954,4072.849436,96443.0,102.0,1.0,17.0,0,1,489.6
1955,5182.462266,0.0,135.0,2.0,41.0,1,1,939.528475
1956,6131.663176,90778.0,76.0,31.0,29.0,0,7,62.291009
1957,2392.13114,0.0,65.0,11.0,62.0,0,1,361.181122
1958,3209.663044,78494.0,79.0,6.0,40.0,0,1,122.305677
1959,2808.606027,83497.0,69.0,28.0,15.0,0,1,196.523187
1960,4362.931238,58842.0,110.0,6.0,74.0,0,1,528.0
1961,6880.468875,63935.0,87.0,20.0,63.0,0,6,221.61885
1962,3591.066675,0.0,96.0,5.0,35.0,0,1,460.8
1963,5201.252168,0.0,69.0,1.0,79.0,0,4,331.2
1964,5521.542577,0.0,77.0,20.0,89.0,0,9,369.6
1965,5071.651522,62258.0,65.0,14.0,17.0,0,5,117.450428
1966,2921.681366,0.0,80.0,10.0,81.0,0,1,739.310493
1967,15806.53397,58516.0,98.0,14.0,75.0,0,2,470.4
1968,4942.630606,23285.0,65.0,30.0,22.0,0,7,118.446235
1969,4167.419574,56901.0,104.0,29.0,82.0,0,1,499.2
1970,6514.954043,0.0,61.0,12.0,75.0,1,2,292.8
1971,9189.518267,99443.0,117.0,6.0,6.0,4,5,228.049424
1972,8231.223361,0.0,113.0,4.0,70.0,0,4,373.073162
1973,3095.175379,88246.0,77.0,3.0,27.0,1,1,428.608683
1974,8004.9404749870755,0.0,93.21929056273265,1.0,34.0,0,2,434.0887943128942
1975,7582.113842,64801.0,64.0,23.0,19.0,0,2,268.471802
1976,16344.60809,57029.0,68.0,24.0,97.0,0,2,135.788525
1977,11763.15249,28045.0,99.0,7.0,99.0,0,2,475.2
1978,4053.373793,44661.0,101.0,2.0,1.0,0,1,436.836944
1979,3311.15793,21246.0,83.0,19.0,51.0,0,1,398.4
1980,3528.044252,31278.0,92.0,24.0,95.0,4,1,441.6
1981,5595.389905,74454.0,71.0,25.0,29.0,0,3,340.8
1982,5089.694325,62474.0,63.0,20.0,63.0,0,5,112.120881
1983,8004.9404749870755,0.0,130.0,9.0,43.0,0,2,434.0887943128942
1984,4792.830533,20647.0,63.0,17.0,10.0,0,7,185.061408
1985,8004.9404749870755,33806.0,89.0,32.0,59.0,0,2,395.729716
1986,7511.660568,0.0,70.0,9.0,96.0,0,2,340.201412
1987,8004.9404749870755,0.0,111.0,13.0,55.0,0,2,900.14526
1988,4987.643113,19589.0,127.0,26.0,44.0,0,1,434.0887943128942
1989,5123.196814,22338.0,67.0,9.0,37.0,1,9,307.801098
1990,5989.773931,66839.0,154.0,33.0,24.0,0,1,739.2
1991,5185.797582,99428.0,64.0,16.0,25.0,1,5,48.046869
1992,5828.1822,31364.0,74.0,28.0,47.0,0,3,461.269135
1993,13755.54279,15340.0,121.0,12.0,47.0,0,2,686.501976
1994,9767.936882,36225.0,123.0,7.0,84.0,0,8,221.048602
1995,12097.91224,0.0,107.0,18.0,79.0,0,2,271.014511
1996,2265.318569,0.0,61.0,5.0,21.0,0,1,292.8
1997,5719.088678,77601.0,71.0,27.0,48.0,0,6,276.640352
1998,10171.47779,74243.0,84.0,34.0,2.0,0,2,71.311211
1999,10517.15638,46707.0,133.0,7.0,9.0,0,8,80.70505
2000,4303.471379,0.0,116.0,6.0,63.0,0,1,765.566699
2001,11926.75329,50234.0,101.0,12.0,1.0,0,2,484.8
2002,8004.9404749870755,75526.0,103.0,26.0,68.0,1,2,494.4
2003,13579.29911,0.0,93.21929056273265,30.0,38.0,0,7,434.0887943128942
2004,5437.443727,28343.0,69.0,19.0,88.0,0,8,331.2
2005,5103.296644,74948.0,64.0,23.0,43.0,0,8,216.744457
2006,4583.100889,22728.0,116.0,28.0,81.0,0,1,556.8
2007,6409.627461,0.0,99.0,14.0,48.0,2,9,712.8
2008,8991.98452,17331.0,117.0,13.0,39.0,0,6,434.0887943128942
2009,12232.77625,35133.0,102.0,2.0,31.0,0,2,692.962785
2010,5126.038871,63147.0,64.0,1.0,91.0,0,4,87.565229
2011,11014.1636,67575.0,91.0,27.0,85.0,0,2,401.60781
2012,3819.619502,0.0,111.0,29.0,76.0,0,1,799.2
2013,8404.395122,48315.0,71.0,34.0,56.0,0,2,340.8
2014,9035.671134,34337.0,113.0,20.0,44.0,0,9,542.4
2015,5453.707634,33818.0,72.0,6.0,34.0,4,3,341.878002
2016,3766.366587,22439.0,98.0,30.0,63.0,0,1,470.4
2017,7283.934392,79055.0,93.21929056273265,32.0,24.0,1,1,177.635183
2018,2745.249838,45191.0,69.0,18.0,34.0,0,1,330.782934
2019,2626.279436,41990.0,66.0,23.0,19.0,0,1,316.8
2020,2456.816647,50979.0,61.0,25.0,45.0,1,1,262.842655
2021,8453.677668,59888.0,106.0,6.0,14.0,0,3,712.682559
2022,3508.569533,20978.0,98.0,19.0,96.0,1,1,434.0887943128942
2023,2877.354255,32807.0,73.0,10.0,10.0,0,1,350.4
2024,7840.165778,58414.0,93.21929056273265,7.0,24.0,2,1,434.0887943128942
2025,2771.045031,50071.0,71.0,3.0,32.0,0,1,18.918935
2026,5339.488286,67796.0,69.0,7.0,24.0,4,8,331.2
2027,6837.536476,90750.0,170.0,30.0,47.0,0,1,746.0459
2028,13024.13012,0.0,125.0,6.0,61.0,0,2,900.0
2029,5659.238384,69387.0,71.0,16.0,37.0,0,3,71.517444
2030,5532.462342,29084.0,71.0,14.0,59.0,1,3,492.088331
2031,7943.513275,60214.0,100.0,8.0,16.0,1,4,291.287905
2032,9774.605777,96018.0,122.0,8.0,60.0,0,3,390.88142
2033,13596.19972,20128.0,70.0,28.0,10.0,2,2,336.0
2034,8004.9404749870755,60233.0,116.0,29.0,63.0,0,2,481.265179
2035,7325.892726,52920.0,93.0,18.0,95.0,0,3,434.0887943128942
2036,4170.340729,90310.0,104.0,9.0,39.0,0,1,166.355491
2037,7840.165778,58414.0,93.21929056273265,7.0,24.0,2,1,434.0887943128942
2038,8004.9404749870755,99790.0,64.0,24.0,8.0,0,2,178.986788
2039,8004.9404749870755,21159.0,73.0,35.0,14.0,0,2,350.4
2040,2638.140052,79699.0,65.0,24.0,12.0,0,1,348.82656
2041,9148.877887,68236.0,114.0,2.0,75.0,0,6,20.725611
2042,13770.97618,59207.0,116.0,23.0,21.0,0,2,556.8
2043,10515.96779,21499.0,135.0,34.0,28.0,1,3,648.0
2044,5821.684337,77563.0,143.0,35.0,58.0,0,1,545.999699
2045,3095.803437,33415.0,78.0,15.0,44.0,0,1,374.4
2046,10598.54249,20179.0,133.0,29.0,0.0,1,5,638.4
2047,7695.122957,50147.0,101.0,4.0,37.0,0,3,484.8
2048,6819.23119,22492.0,85.0,34.0,88.0,0,7,61.654262
2049,8689.822524,0.0,99.0,25.0,57.0,5,2,475.2
2050,8131.779152,93715.0,102.0,9.0,43.0,2,4,254.83769
2051,3815.321577,23540.0,103.0,30.0,23.0,2,1,494.4
2052,11638.89947,25370.0,102.0,10.0,77.0,0,2,489.6
2053,8004.9404749870755,68771.0,96.0,10.0,70.0,0,2,276.268778
2054,4462.997006,0.0,73.0,35.0,52.0,3,5,350.4
2055,13151.83203,68562.0,108.0,29.0,52.0,0,2,228.498823
2056,14019.97546,36733.0,71.0,21.0,28.0,0,2,327.078047
2057,2931.155192,45768.0,73.0,33.0,27.0,0,1,191.934494
2058,4774.751709,0.0,64.0,34.0,47.0,0,7,307.2
2059,8471.417471,63513.0,70.0,13.0,76.0,0,2,185.667213
2060,5431.219117,58161.0,68.0,19.0,19.0,0,5,140.747286
2061,5689.644114,83640.0,70.0,20.0,13.0,0,4,471.050488
2062,3686.723847,0.0,96.0,2.0,88.0,0,1,28.460568
2063,3992.583886,0.0,111.0,35.0,68.0,0,1,700.349052
2064,3479.137523,0.0,104.0,13.0,29.0,0,1,499.2
2065,2502.637401,0.0,66.0,8.0,11.0,0,1,3.468912
2066,3265.156348,25820.0,82.0,10.0,69.0,0,1,393.6
2067,4455.843406,0.0,121.0,16.0,64.0,0,1,699.615192
2068,7704.95848,30366.0,101.0,25.0,13.0,2,3,484.8
2069,2750.705045,51789.0,70.0,8.0,34.0,0,1,336.0
2070,13024.13012,0.0,125.0,6.0,61.0,0,2,900.0
2071,2538.62632,18608.0,71.0,13.0,24.0,0,1,340.8
2072,2585.955652,83758.0,64.0,27.0,34.0,0,1,106.591949
2073,5096.673223,22886.0,65.0,9.0,81.0,0,3,312.0
2074,10083.48688,11828.0,90.0,18.0,84.0,0,2,571.479602
2075,4943.386117,44762.0,62.0,14.0,11.0,0,6,114.51444
2076,6516.214888,0.0,93.21929056273265,12.0,60.0,0,1,434.0887943128942
2077,8838.085637,82664.0,114.0,24.0,10.0,3,9,133.425609
2078,3810.238281,0.0,108.0,7.0,57.0,0,1,777.6
2079,6334.466403,0.0,63.0,1.0,21.0,0,2,302.4
2080,11665.09779,84978.0,72.0,12.0,51.0,1,2,166.77296
2081,10972.06778,24164.0,137.0,2.0,40.0,0,5,657.6
2082,6006.963446,0.0,80.0,5.0,10.0,0,8,488.910614
2083,2656.713092,62777.0,67.0,34.0,32.0,0,1,101.288069
2084,2359.423599,19864.0,63.0,22.0,96.0,0,1,352.394515
2085,12036.62051,44428.0,104.0,17.0,61.0,0,2,499.2
2086,8467.387317,21139.0,113.0,15.0,93.0,0,5,656.798232
2087,9392.557553,0.0,88.0,4.0,52.0,0,2,851.146266
2088,5227.230377,11896.0,69.0,29.0,57.0,0,5,476.254583
2089,2693.75925,0.0,73.0,35.0,87.0,1,1,350.4
2090,2227.072755,27972.0,61.0,7.0,38.0,0,1,292.8
2091,2326.864833,0.0,62.0,26.0,98.0,0,1,624.711448
2092,8004.9404749870755,38399.0,106.0,12.0,6.0,0,2,368.890904
2093,5016.827946,20868.0,63.0,19.0,13.0,0,8,134.629643
2094,7757.924239,49682.0,101.0,30.0,49.0,0,3,198.84453
2095,8609.158215,79090.0,107.0,2.0,74.0,0,3,289.040734
2096,5275.056933,81850.0,132.0,1.0,75.0,0,1,429.860895
2097,5746.32619,22906.0,76.0,17.0,27.0,0,8,519.883102
2098,2705.987629,0.0,83.0,15.0,85.0,1,1,398.4
2099,6186.265217,37138.0,83.0,12.0,1.0,2,9,417.28389
2100,8004.9404749870755,0.0,71.0,32.0,35.0,0,2,511.2
2101,6277.844624,21024.0,82.0,32.0,8.0,1,9,450.129276
2102,7215.821106,0.0,103.0,25.0,80.0,0,9,741.6
2103,6514.430592,77135.0,84.0,3.0,37.0,3,8,98.372265
2104,8004.9404749870755,0.0,109.0,3.0,19.0,0,2,718.700718
2105,4216.19522,0.0,114.0,3.0,70.0,0,1,820.8
2106,13158.37206,72845.0,108.0,13.0,28.0,0,2,463.000336
2107,2917.539465,51622.0,74.0,29.0,32.0,0,1,355.2
2108,6355.678846,0.0,61.0,25.0,79.0,0,2,292.8
2109,13269.59942,15616.0,114.0,20.0,96.0,1,2,547.2
2110,5880.256499,0.0,82.0,31.0,25.0,0,8,590.4
2111,5926.729379,23091.0,96.0,28.0,90.0,5,5,460.8
2112,4121.252137,0.0,67.0,7.0,8.0,3,3,482.4
2113,7956.152761,22699.0,74.0,11.0,76.0,4,2,355.2
2114,8004.9404749870755,14072.0,71.0,13.0,3.0,0,2,511.2
2115,8004.9404749870755,81713.0,74.0,0.0,41.0,0,2,332.224293
2116,8004.9404749870755,56516.0,93.21929056273265,26.0,46.0,0,2,955.2
2117,5132.684537,0.0,73.0,21.0,31.0,0,3,525.6
2118,4759.624343,26747.0,61.0,11.0,44.0,0,3,404.074203
2119,2637.942355,63422.0,66.0,8.0,68.0,0,1,355.922452
2120,6503.397049,22081.0,84.0,1.0,9.0,0,6,451.670309
2121,12786.66898,0.0,93.21929056273265,14.0,70.0,0,4,434.0887943128942
2122,3147.973444,29698.0,83.0,17.0,89.0,2,1,215.884804
2123,5618.485357,24518.0,74.0,23.0,62.0,0,3,241.656325
2124,3230.576665,62873.0,81.0,0.0,41.0,0,1,207.75186
2125,7434.675149,28377.0,94.0,26.0,99.0,0,3,451.2
2126,11714.78278,21102.0,100.0,0.0,81.0,0,2,480.0
2127,2009.772923,0.0,65.0,12.0,57.0,2,1,312.0
2128,6625.472768,0.0,88.0,2.0,43.0,0,3,539.280951
2129,9567.711298,81410.0,119.0,8.0,86.0,0,7,221.188327
2130,8004.9404749870755,27869.0,67.0,18.0,59.0,0,2,482.4
2131,12157.32992,57449.0,103.0,6.0,28.0,0,2,494.4
2132,2956.358303,40901.0,74.0,2.0,36.0,0,1,13.628274
2133,3963.394851,88701.0,99.0,7.0,4.0,0,1,171.830049
2134,10896.04838,29365.0,137.0,14.0,78.0,0,7,657.6
2135,6081.048248,0.0,82.0,26.0,33.0,0,3,393.6
2136,8004.9404749870755,0.0,103.0,9.0,72.0,0,2,434.0887943128942
2137,5737.233278,56455.0,73.0,17.0,5.0,2,8,350.4
2138,8004.9404749870755,35095.0,73.0,25.0,56.0,0,2,525.6
2139,10915.35877,0.0,155.0,9.0,62.0,1,8,434.0887943128942
2140,3808.122147,94903.0,94.0,3.0,38.0,0,1,451.2
2141,5408.911507,80192.0,67.0,22.0,24.0,0,7,95.193157
2142,13419.39623,0.0,122.0,15.0,11.0,0,2,827.786203
2143,3237.996209,60244.0,83.0,3.0,72.0,3,1,326.281835
2144,10357.62776,52735.0,65.0,21.0,19.0,0,2,123.512596
2145,11619.91802,78275.0,72.0,12.0,36.0,0,2,25.336642
2146,8209.054963,77282.0,102.0,8.0,54.0,0,3,489.6
2147,3096.511217,21604.0,79.0,14.0,28.0,0,1,379.2
2148,4804.35851,51962.0,125.0,8.0,2.0,4,1,788.206874
2149,4786.054889,0.0,68.0,4.0,67.0,0,9,489.6
2150,15886.03136,56362.0,93.21929056273265,30.0,47.0,1,6,945.6
2151,5285.079293,85753.0,66.0,23.0,14.0,1,8,316.8
2152,2945.370362,36167.0,76.0,9.0,79.0,3,1,364.8
2153,8004.9404749870755,68568.0,93.21929056273265,5.0,28.0,1,6,434.0887943128942
2154,10208.92761,35482.0,129.0,21.0,59.0,0,3,619.2
2155,8004.9404749870755,92079.0,65.0,12.0,68.0,1,2,114.798771
2156,5247.852585,0.0,77.0,0.0,84.0,0,3,554.4
2157,5179.55248,0.0,165.0,29.0,6.0,2,1,434.0887943128942
2158,4513.435299,34558.0,113.0,32.0,24.0,0,1,376.529086
2159,5297.625945,14775.0,69.0,11.0,44.0,0,5,170.939409
2160,5377.014781,35637.0,68.0,13.0,11.0,0,9,326.4
2161,7661.388132,66726.0,97.0,3.0,60.0,1,7,335.840529
2162,2677.279707,0.0,72.0,29.0,86.0,0,1,345.6
2163,6877.817669,0.0,96.0,25.0,71.0,0,6,460.8
2164,5714.232848,79719.0,71.0,12.0,87.0,0,6,425.924132
2165,4929.549699,25632.0,63.0,27.0,52.0,0,7,351.270869
2166,10484.91535,61108.0,89.0,22.0,93.0,0,2,49.451117
2167,9490.406534,0.0,137.0,34.0,77.0,0,4,657.6
2168,7805.31287,21073.0,106.0,25.0,54.0,1,3,508.8
2169,8004.9404749870755,17932.0,79.0,8.0,38.0,0,2,379.2
2170,5838.89915,81082.0,73.0,5.0,85.0,0,4,281.295903
2171,2677.495763,71684.0,66.0,7.0,17.0,0,1,196.065149
2172,2374.798861,57338.0,61.0,8.0,48.0,0,1,292.8
2173,8004.9404749870755,0.0,102.0,35.0,48.0,0,2,489.6
2174,2427.770513,24409.0,62.0,4.0,13.0,0,1,297.6
2175,7294.40195,83488.0,90.0,14.0,20.0,0,3,432.784577
2176,11360.46496,0.0,104.0,29.0,7.0,0,2,773.346065
2177,2811.956395,62537.0,71.0,19.0,64.0,1,1,354.199664
2178,4386.277558,10621.0,67.0,28.0,22.0,0,5,321.6
2179,6446.918637,43478.0,80.0,27.0,79.0,0,9,384.0
2180,8427.172486,46503.0,93.21929056273265,4.0,21.0,1,1,434.0887943128942
2181,5290.127299,27179.0,66.0,8.0,91.0,0,9,344.201601
2182,5592.455266,62229.0,70.0,13.0,26.0,0,5,336.0
2183,8004.9404749870755,0.0,92.0,34.0,39.0,1,2,441.6
2184,13623.62257,67060.0,126.0,1.0,85.0,4,2,339.000467
2185,8004.9404749870755,13663.0,97.0,1.0,66.0,0,2,465.6
2186,2175.624856,0.0,63.0,5.0,79.0,0,1,453.6
2187,6699.222525,0.0,99.0,21.0,35.0,1,4,699.67536
2188,9043.678095,97745.0,113.0,10.0,64.0,0,5,695.136477
2189,4369.041685,26026.0,116.0,1.0,76.0,1,1,283.670312
2190,8004.9404749870755,72794.0,164.0,3.0,47.0,1,2,50.454459
2191,8004.9404749870755,47730.0,91.0,12.0,52.0,0,2,219.440024
2192,4270.034394,0.0,122.0,27.0,2.0,0,1,725.870693
2193,5345.994644,0.0,72.0,6.0,67.0,0,8,345.6
2194,4774.747415,0.0,70.0,20.0,81.0,0,9,336.0
2195,14727.50526,97785.0,73.0,35.0,36.0,0,2,236.614219
2196,4755.47946,0.0,66.0,27.0,89.0,0,3,712.309237
2197,3436.134281,30817.0,88.0,25.0,43.0,0,1,91.834668
2198,8355.774443,64502.0,70.0,22.0,49.0,0,2,39.336222
2199,3412.566597,30335.0,87.0,17.0,42.0,0,1,326.132867
2200,6185.337641,21020.0,80.0,1.0,36.0,0,4,178.371281
2201,8456.722498,84574.0,70.0,13.0,75.0,0,2,167.459769
2202,3021.938522,0.0,84.0,26.0,37.0,0,1,700.725788
2203,6966.142868,0.0,93.0,28.0,3.0,0,8,436.143226
2204,10083.48688,11828.0,90.0,18.0,84.0,0,2,571.479602
2205,2539.990699,54889.0,63.0,32.0,94.0,0,1,302.4
2206,8456.455313,89918.0,105.0,15.0,72.0,0,9,367.230882
2207,8004.9404749870755,87002.0,110.0,27.0,30.0,0,2,199.851173
2208,10963.95723,55687.0,93.21929056273265,33.0,91.0,0,1,434.0887943128942
2209,9671.98323,17103.0,87.0,24.0,29.0,0,2,417.6
2210,1898.683686,0.0,70.0,17.0,20.0,5,1,702.020904
2211,8595.146838,28441.0,73.0,10.0,98.0,0,2,686.020135
2212,5532.753182,91212.0,69.0,9.0,92.0,0,6,270.311239
2213,9371.773682,66325.0,117.0,10.0,10.0,0,5,497.719213
2214,3975.321516,67895.0,101.0,25.0,27.0,4,1,403.937672
2215,4456.016549,29550.0,114.0,16.0,70.0,1,1,118.750512
2216,3495.891476,10275.0,97.0,10.0,8.0,0,1,465.6
2217,8512.13221,61725.0,106.0,7.0,70.0,0,6,508.8
2218,4650.063763,28215.0,65.0,15.0,26.0,0,3,468.0
2219,13523.12989,10563.0,121.0,20.0,10.0,0,2,109.814874
2220,4422.409799,0.0,62.0,10.0,97.0,0,3,722.432062
2221,7320.98824,99722.0,61.0,6.0,48.0,0,2,292.8
2222,7031.463693,16224.0,93.0,13.0,55.0,0,9,498.452698
2223,5123.484988,72096.0,64.0,24.0,92.0,0,5,252.330905
2224,9050.756606,63800.0,113.0,9.0,43.0,0,4,542.4
2225,10963.95723,55687.0,93.21929056273265,33.0,91.0,0,1,434.0887943128942
2226,6039.020697,0.0,89.0,6.0,49.0,1,3,640.8
2227,2108.493744,0.0,61.0,8.0,91.0,0,1,351.85681
2228,9875.092794,29598.0,87.0,2.0,70.0,0,2,150.926696
2229,6928.601611,22907.0,93.21929056273265,13.0,86.0,2,1,49.18776
2230,14318.44839,22697.0,93.21929056273265,35.0,39.0,1,8,892.8
2231,5107.071054,70174.0,64.0,18.0,80.0,0,7,128.90032
2232,8004.9404749870755,85378.0,107.0,7.0,4.0,0,2,513.6
2233,7516.831717,31477.0,94.0,22.0,77.0,0,3,146.950756
2234,5389.499465,66429.0,136.0,35.0,93.0,0,1,57.712985
2235,6275.155361,0.0,90.0,15.0,55.0,0,3,900.242038
2236,4722.237214,0.0,65.0,29.0,32.0,0,3,655.489027
2237,6282.317743,0.0,93.21929056273265,23.0,6.0,0,1,141.460349
2238,7986.191274,74217.0,100.0,35.0,3.0,0,6,418.005524
2239,6503.219978,46298.0,88.0,11.0,82.0,3,4,128.292466
2240,4881.753428,0.0,135.0,0.0,86.0,0,1,648.0
2241,2514.59196,43860.0,65.0,15.0,58.0,0,1,156.124914
2242,7955.442668,0.0,69.0,11.0,5.0,0,2,331.2
2243,4809.21696,48029.0,61.0,7.0,52.0,0,9,292.8
2244,9696.548818,86830.0,123.0,18.0,5.0,0,3,480.533246
2245,8709.321889,0.0,77.0,29.0,21.0,0,2,509.100577
2246,2858.452328,40706.0,71.0,30.0,96.0,0,1,166.123172
2247,5233.949019,69231.0,65.0,19.0,7.0,0,9,193.243084
2248,13494.76017,0.0,132.0,13.0,33.0,0,2,950.4
2249,6870.607058,0.0,105.0,5.0,87.0,0,3,756.0
2250,5652.72374,16171.0,74.0,8.0,36.0,0,4,311.004168
2251,2345.262087,51397.0,61.0,20.0,61.0,0,1,292.8
2252,8004.9404749870755,83879.0,69.0,3.0,66.0,0,2,212.148485
2253,7247.206475,63267.0,92.0,22.0,31.0,0,8,530.340202
2254,6085.304178,44712.0,82.0,19.0,14.0,2,8,537.78416
2255,5480.070226,59311.0,69.0,8.0,38.0,0,9,14.812808
2256,6876.309925,81957.0,86.0,23.0,76.0,0,4,433.426544
2257,5368.887709,59601.0,67.0,28.0,2.0,0,6,321.6
2258,8283.066678,71034.0,103.0,26.0,15.0,0,3,494.4
2259,5384.671725,13103.0,72.0,21.0,32.0,0,7,458.003651
2260,3508.569533,20978.0,98.0,19.0,96.0,1,1,434.0887943128942
2261,8427.172486,46503.0,93.21929056273265,4.0,21.0,1,1,434.0887943128942
2262,4553.809528,61064.0,113.0,32.0,77.0,0,1,539.774172
2263,4318.433036,17572.0,110.0,0.0,35.0,0,1,639.769748
2264,14091.19449,99823.0,116.0,2.0,64.0,0,2,250.183388
2265,8693.631249,17453.0,118.0,12.0,70.0,1,9,566.4
2266,6661.181553,55663.0,166.0,19.0,63.0,0,1,194.739777
2267,2654.380994,73196.0,66.0,0.0,93.0,1,1,85.809817
2268,4428.031583,58577.0,110.0,6.0,62.0,0,1,303.872752
2269,5738.277584,88055.0,71.0,11.0,37.0,0,6,337.727542
2270,5815.049178,0.0,80.0,17.0,96.0,0,5,384.0
2271,4425.905071,80892.0,110.0,15.0,76.0,0,1,528.0
2272,2574.020376,34990.0,65.0,23.0,73.0,0,1,42.689135
2273,2832.513487,37124.0,72.0,4.0,17.0,0,1,430.518791
2274,4876.315707,22236.0,62.0,3.0,45.0,0,4,409.425049
2275,5181.620895,97131.0,64.0,5.0,80.0,0,6,307.2
2276,5947.215835,67760.0,74.0,19.0,19.0,0,3,465.278453
2277,2563.863345,0.0,69.0,13.0,74.0,0,1,97.691104
2278,15144.40954,0.0,62.0,6.0,44.0,1,2,307.649586
2279,5558.304507,37473.0,70.0,0.0,92.0,0,3,336.0
2280,8109.364607,32314.0,68.0,17.0,77.0,0,2,326.4
2281,15638.57599,49214.0,102.0,0.0,82.0,3,2,371.322406
2282,8334.317162,49851.0,69.0,27.0,85.0,1,2,331.2
2283,10418.31143,27951.0,91.0,32.0,4.0,0,2,436.8
2284,6846.150323,0.0,95.0,13.0,20.0,0,5,456.0
2285,9403.875138,56410.0,117.0,13.0,73.0,0,3,523.99823
2286,8004.9404749870755,22497.0,93.21929056273265,15.0,71.0,0,7,434.0887943128942
2287,8004.9404749870755,61347.0,106.0,27.0,66.0,0,2,604.237801
2288,2914.955295,37803.0,74.0,26.0,51.0,0,1,355.2
2289,8593.866533,91276.0,105.0,14.0,4.0,0,4,504.0
2290,6861.745956,30816.0,87.0,10.0,43.0,0,4,237.57033
2291,2680.900678,41968.0,67.0,11.0,96.0,0,1,183.207703
2292,15797.98978,35754.0,93.21929056273265,21.0,54.0,0,3,612.973779
2293,2863.312165,36706.0,71.0,4.0,45.0,0,1,435.606086
2294,8004.9404749870755,48258.0,93.21929056273265,12.0,86.0,0,2,434.0887943128942
2295,10682.7619,52965.0,134.0,6.0,77.0,3,4,83.815183
2296,2746.90319,0.0,84.0,25.0,44.0,0,1,604.8
2297,2388.949198,0.0,65.0,8.0,5.0,0,1,455.644704
2298,13776.74135,62634.0,116.0,10.0,89.0,0,2,122.017931
2299,8004.9404749870755,96917.0,61.0,24.0,2.0,0,2,71.942176
2300,4669.22664,76157.0,116.0,15.0,80.0,0,1,556.8
2301,4673.196379,53219.0,117.0,24.0,36.0,0,1,561.6
2302,4347.591949,81412.0,109.0,1.0,29.0,0,1,344.294164
2303,8004.9404749870755,59744.0,105.0,1.0,79.0,0,2,476.486416
2304,9100.787395,38898.0,117.0,26.0,68.0,0,3,561.6
2305,6358.251692,0.0,94.0,19.0,98.0,2,4,17.938979
2306,2628.468543,99961.0,66.0,6.0,54.0,2,1,316.8
2307,7193.101159,30886.0,91.0,7.0,53.0,0,4,103.424766
2308,5039.869278,35984.0,128.0,7.0,68.0,3,1,275.577631
2309,3962.825542,0.0,125.0,27.0,97.0,4,1,539.5622
2310,6425.709981,0.0,93.21929056273265,13.0,16.0,0,1,434.0887943128942
2311,15672.69696,0.0,139.0,4.0,35.0,0,2,667.2
2312,3237.996209,60244.0,83.0,3.0,72.0,3,1,326.281835
2313,12992.27561,0.0,72.0,8.0,61.0,0,2,518.4
2314,8004.9404749870755,37553.0,93.21929056273265,34.0,7.0,0,2,897.6
2315,4931.258363,0.0,73.0,24.0,47.0,0,3,525.6
2316,4330.38602,60475.0,107.0,9.0,18.0,0,1,513.6
2317,8296.176276,0.0,111.0,3.0,59.0,0,9,672.91665
2318,8334.359986,0.0,136.0,7.0,61.0,2,3,434.0887943128942
2319,5348.071007,25545.0,69.0,19.0,49.0,0,9,331.2
2320,2398.740007,24182.0,66.0,12.0,32.0,0,1,316.8
2321,6622.05254,80979.0,84.0,32.0,27.0,2,3,25.961213
2322,4155.946211,0.0,62.0,8.0,20.0,0,7,446.4
2323,8430.059143,0.0,74.0,20.0,3.0,0,2,47.502366
2324,2545.518369,29250.0,64.0,27.0,30.0,0,1,308.240792
2325,5004.583872,33566.0,63.0,25.0,56.0,1,4,205.043307
2326,2899.702858,65247.0,72.0,14.0,55.0,0,1,381.238176
2327,6767.806751,39650.0,86.0,18.0,8.0,0,6,922.335972
2328,3123.080994,0.0,101.0,1.0,83.0,4,1,960.115399
2329,8184.691323,82680.0,68.0,8.0,86.0,0,2,326.4
2330,7636.279594,0.0,111.0,30.0,86.0,0,3,799.2
2331,9227.567263,0.0,129.0,15.0,42.0,0,3,619.2
2332,7587.337272,0.0,69.0,17.0,60.0,0,2,460.741097
2333,2191.133237,0.0,61.0,9.0,16.0,1,1,439.2
