,customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,sales_channel,vehicle_class,vehicle_size,Effective To Date,year_effective_to_date,month_effective_to_date
1547,EE76374,Nevada,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-29,2011,01
1548,RF72106,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Branch,Four-Door Car,Small,2011-02-13,2011,02
1549,BS13111,Arizona,No,Basic,Bachelor,Unemployed,M,Urban,Divorced,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-01-18,2011,01
1550,JP12645,Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Call Center,SUV,Medsize,2011-02-10,2011,02
1551,ZF28570,Nevada,No,Premium,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-17,2011,02
1552,UU93074,California,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Agent,Luxury Car,Medsize,2011-01-05,2011,01
1553,SZ60450,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-02-13,2011,02
1554,HL63895,Arizona,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-01-18,2011,01
1555,UD27196,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Branch,Luxury Car,Small,2011-01-22,2011,01
1556,OU53351,Arizona,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Agent,Four-Door Car,Small,2011-02-18,2011,02
1557,SX50964,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Branch,Two-Door Car,Small,2011-01-24,2011,01
1558,RP30093,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-01-23,2011,01
1559,BK73302,California,No,Extended,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Web,Four-Door Car,Medsize,2011-02-17,2011,02
1560,CS93971,Arizona,Yes,Basic,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Agent,SUV,Small,2011-01-27,2011,01
1561,RG13940,California,Yes,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Agent,Four-Door Car,Large,2011-01-27,2011,01
1562,ZG94155,Oregon,No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Branch,Two-Door Car,Large,2011-02-24,2011,02
1563,QN15356,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Four-Door Car,Large,2011-02-12,2011,02
1564,MZ16820,Nevada,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Call Center,Four-Door Car,Small,2011-01-11,2011,01
1565,DO98345,Oregon,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Web,Two-Door Car,Medsize,2011-02-28,2011,02
1566,EQ69638,Washington,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-01-15,2011,01
1567,UK76814,Oregon,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L2,Call Center,Four-Door Car,Medsize,2011-02-25,2011,02
1568,SR30440,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,Branch,SUV,Medsize,2011-01-13,2011,01
1569,XE66367,Oregon,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Special Auto,Special L2,Agent,Four-Door Car,Medsize,2011-02-20,2011,02
1570,SZ70655,California,No,Basic,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Agent,Two-Door Car,Large,2011-01-31,2011,01
1571,LX99948,Washington,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L2,Branch,SUV,Small,2011-02-18,2011,02
1572,DK98861,Arizona,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Call Center,SUV,Medsize,2011-01-18,2011,01
1573,JX14364,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Call Center,SUV,Medsize,2011-02-24,2011,02
1574,LI85491,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Agent,SUV,Small,2011-01-01,2011,01
1575,JY87538,Oregon,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L2,Web,SUV,Medsize,2011-01-14,2011,01
1576,VE55982,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L1,Call Center,Two-Door Car,Medsize,2011-01-01,2011,01
1577,WK99918,Oregon,Yes,Extended,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Branch,SUV,Medsize,2011-01-30,2011,01
1578,XP16538,Arizona,No,Basic,High School or Below,Employed,F,Urban,Divorced,Corporate Auto,Corporate L2,Agent,SUV,Small,2011-02-03,2011,02
1579,HW42900,California,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Web,Four-Door Car,Small,2011-01-29,2011,01
1580,JG84729,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Call Center,Four-Door Car,Medsize,2011-01-20,2011,01
1581,UX71137,Washington,No,Premium,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-02-05,2011,02
1582,ND29059,Oregon,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-02-26,2011,02
1583,HC76653,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-01-07,2011,01
1584,SG73822,California,No,Premium,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-02-02,2011,02
1585,CB44654,Arizona,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-02-28,2011,02
1586,MQ15074,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-01,2011,02
1587,YJ43481,Arizona,No,Basic,High School or Below,Employed,F,Urban,Single,Corporate Auto,Corporate L2,Call Center,SUV,Medsize,2011-01-04,2011,01
1588,TP15362,Oregon,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Branch,Four-Door Car,Medsize,2011-02-05,2011,02
1589,YX90754,Nevada,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L2,Branch,Two-Door Car,Medsize,2011-02-20,2011,02
1590,TQ32702,Nevada,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Branch,Four-Door Car,Medsize,2011-01-27,2011,01
1591,TS50305,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-02-27,2011,02
1592,BY22068,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Agent,Luxury SUV,Medsize,2011-02-18,2011,02
1593,TJ48439,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Branch,Two-Door Car,Small,2011-01-18,2011,01
1594,TE61015,Oregon,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Web,Four-Door Car,Medsize,2011-01-25,2011,01
1595,RD89159,Oregon,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-01-03,2011,01
1596,VW86720,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Call Center,Four-Door Car,Small,2011-01-05,2011,01
1597,UM76485,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Agent,SUV,Medsize,2011-01-28,2011,01
1598,LS62045,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Large,2011-01-27,2011,01
1599,ZG84862,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Branch,Two-Door Car,Small,2011-01-06,2011,01
1600,CD76093,Nevada,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Call Center,Luxury Car,Medsize,2011-01-22,2011,01
1601,FO99259,California,No,Premium,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-26,2011,01
1602,KN87338,Oregon,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-19,2011,02
1603,LT89398,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Web,Four-Door Car,Small,2011-01-13,2011,01
1604,NZ19529,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Agent,SUV,Medsize,2011-02-22,2011,02
1605,PR41853,Arizona,No,Basic,Bachelor,Unemployed,F,Rural,Married,Corporate Auto,Corporate L2,Agent,Sports Car,Medsize,2011-01-02,2011,01
1606,LH92841,Washington,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-05,2011,02
1607,XR84971,Oregon,No,Extended,Doctor,Employed,F,Rural,Single,Personal Auto,Personal L1,Web,Four-Door Car,Medsize,2011-02-18,2011,02
1608,BP83941,Arizona,No,Basic,Master,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Web,SUV,Medsize,2011-02-21,2011,02
1609,PY80449,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Branch,Sports Car,Medsize,2011-01-29,2011,01
1610,ET22260,Nevada,No,Extended,Doctor,Unemployed,M,Rural,Single,Corporate Auto,Corporate L2,Web,Four-Door Car,Medsize,2011-01-29,2011,01
1611,OF47250,California,No,Basic,Doctor,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Call Center,SUV,Medsize,2011-02-15,2011,02
1612,WB58031,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Branch,Four-Door Car,Medsize,2011-02-20,2011,02
1613,UV80201,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Call Center,Sports Car,Medsize,2011-02-16,2011,02
1614,PY10605,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Agent,Two-Door Car,Medsize,2011-01-23,2011,01
1615,JI82682,California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Web,Four-Door Car,Medsize,2011-01-03,2011,01
1616,BU14748,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-02-14,2011,02
1617,QS75550,Washington,No,Basic,Bachelor,Employed,F,Urban,Single,Corporate Auto,Corporate L2,Branch,Two-Door Car,Medsize,2011-01-07,2011,01
1618,LD26428,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Branch,Four-Door Car,Medsize,2011-02-14,2011,02
1619,MY43761,California,No,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,Agent,SUV,Large,2011-02-23,2011,02
1620,LO77543,Washington,Yes,Basic,College,Employed,M,Suburban,Divorced,Special Auto,Special L2,Agent,Two-Door Car,Medsize,2011-02-25,2011,02
1621,GY55415,Nevada,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Web,SUV,Medsize,2011-02-27,2011,02
1622,IB42395,Nevada,No,Premium,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Agent,SUV,Medsize,2011-01-18,2011,01
1623,ZU74482,Oregon,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-02-06,2011,02
1624,NL74789,California,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Special Auto,Special L2,Branch,Two-Door Car,Medsize,2011-02-14,2011,02
1625,YU86594,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-02-10,2011,02
1626,QN37451,California,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Branch,Luxury Car,Medsize,2011-01-29,2011,01
1627,HS28694,Washington,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Branch,Two-Door Car,Medsize,2011-02-19,2011,02
1628,IL83479,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-02,2011,01
1629,EF87528,Arizona,Yes,Basic,College,Retired,M,Suburban,Married,Special Auto,Special L3,Agent,Two-Door Car,Medsize,2011-01-01,2011,01
1630,IV74747,California,No,Extended,Doctor,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Web,Four-Door Car,Medsize,2011-01-12,2011,01
1631,JZ81608,Oregon,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-10,2011,02
1632,EO40136,Arizona,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Web,Four-Door Car,Small,2011-01-24,2011,01
1633,ZR40902,Oregon,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L2,Agent,Four-Door Car,Small,2011-01-15,2011,01
1634,PO89542,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-28,2011,02
1635,FX57380,California,Yes,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Web,Two-Door Car,Medsize,2011-02-17,2011,02
1636,NM22175,Oregon,No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Branch,SUV,Large,2011-01-09,2011,01
1637,BC97773,Nevada,No,Basic,Master,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Agent,Four-Door Car,Large,2011-02-17,2011,02
1638,MN34012,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-02-25,2011,02
1639,KY29506,California,No,Premium,College,Employed,F,Suburban,Single,Personal Auto,Personal L2,Agent,Four-Door Car,Small,2011-02-27,2011,02
1640,LC44944,Washington,No,Premium,Doctor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-01-21,2011,01
1641,HC20975,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Large,2011-01-19,2011,01
1642,IF87079,Arizona,No,Basic,Master,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-02-14,2011,02
1643,EP18940,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-01,2011,01
1644,SB44003,Arizona,Yes,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-01,2011,02
1645,MK15785,Nevada,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Call Center,Sports Car,Medsize,2011-02-24,2011,02
1646,VP89545,Arizona,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-02-01,2011,02
1647,HJ58678,Nevada,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-02-10,2011,02
1648,SH51981,Washington,No,Basic,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Agent,Four-Door Car,Small,2011-02-21,2011,02
1649,IA52178,Arizona,No,Premium,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Web,SUV,Medsize,2011-02-12,2011,02
1650,WC42895,California,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-13,2011,02
1651,OP54725,Washington,No,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-01-29,2011,01
1652,YM77369,Oregon,No,Premium,High School or Below,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Web,Four-Door Car,Large,2011-02-28,2011,02
1653,WV15213,California,No,Basic,Bachelor,Employed,M,Rural,Single,Personal Auto,Personal L1,Branch,Four-Door Car,Medsize,2011-01-09,2011,01
1654,GX37592,Nevada,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-26,2011,01
1655,PA48777,Washington,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-12,2011,02
1656,YJ59924,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Agent,Four-Door Car,Medsize,2011-01-30,2011,01
1657,OO35641,Oregon,No,Basic,College,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Agent,SUV,Medsize,2011-02-05,2011,02
1658,EU54076,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-01-31,2011,01
1659,QH56750,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Agent,Four-Door Car,Medsize,2011-02-22,2011,02
1660,VF32979,Washington,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Branch,Four-Door Car,Medsize,2011-01-24,2011,01
1661,ES16126,California,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L1,Branch,Four-Door Car,Medsize,2011-02-16,2011,02
1662,PG42834,Arizona,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-02-02,2011,02
1663,OY44814,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Web,Two-Door Car,Medsize,2011-01-22,2011,01
1664,JI97190,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Branch,Two-Door Car,Large,2011-02-26,2011,02
1665,ZK61113,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Agent,Two-Door Car,Medsize,2011-01-22,2011,01
1666,MU88116,Oregon,No,Basic,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Web,Sports Car,Medsize,2011-01-28,2011,01
1667,TP61305,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-02-18,2011,02
1668,ZO14864,Washington,No,Extended,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Agent,Two-Door Car,Medsize,2011-02-11,2011,02
1669,KP65334,California,No,Extended,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Agent,Four-Door Car,Medsize,2011-01-13,2011,01
1670,OH15677,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Agent,Sports Car,Medsize,2011-01-05,2011,01
1671,HB53755,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Agent,Sports Car,Medsize,2011-01-26,2011,01
1672,UF77079,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-01-26,2011,01
1673,TD20252,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-01-08,2011,01
1674,TH68362,California,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Agent,Four-Door Car,Medsize,2011-01-01,2011,01
1675,JC45487,Washington,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-01-10,2011,01
1676,PU95227,Washington,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L1,Agent,Four-Door Car,Medsize,2011-01-02,2011,01
1677,CV72453,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Agent,SUV,Small,2011-02-25,2011,02
1678,OY92520,California,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-28,2011,02
1679,UY95530,California,Yes,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L2,Agent,Sports Car,Medsize,2011-02-07,2011,02
1680,FB84235,Oregon,Yes,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-05,2011,02
1681,MJ14480,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-01-15,2011,01
1682,KW81128,Arizona,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Agent,Sports Car,Medsize,2011-02-11,2011,02
1683,DQ98402,Nevada,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Agent,Two-Door Car,Large,2011-01-15,2011,01
1684,WN53966,California,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-15,2011,01
1685,LM34525,Washington,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-02-20,2011,02
1686,GF97874,Washington,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L1,Call Center,Four-Door Car,Medsize,2011-01-29,2011,01
1687,WV79842,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Call Center,Luxury SUV,Medsize,2011-01-16,2011,01
1688,DF40318,Oregon,Yes,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Web,Two-Door Car,Small,2011-01-19,2011,01
1689,TN90661,Nevada,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Branch,Four-Door Car,Medsize,2011-01-09,2011,01
1690,ZU88029,Oregon,No,Basic,Master,Retired,F,Suburban,Single,Personal Auto,Personal L3,Branch,Sports Car,Large,2011-02-28,2011,02
1691,TQ88221,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Call Center,Four-Door Car,Medsize,2011-01-07,2011,01
1692,KH34667,Nevada,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Web,Four-Door Car,Medsize,2011-01-18,2011,01
1693,HW54198,Nevada,No,Basic,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Call Center,Four-Door Car,Medsize,2011-01-29,2011,01
1694,GZ79662,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Call Center,Four-Door Car,Small,2011-02-21,2011,02
1695,YA11342,California,No,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Medsize,2011-02-04,2011,02
1696,ZW18871,Oregon,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Agent,Four-Door Car,Small,2011-01-20,2011,01
1697,QZ17137,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Call Center,Two-Door Car,Medsize,2011-02-05,2011,02
1698,UV53712,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-02-19,2011,02
1699,SJ43436,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L1,Agent,Two-Door Car,Medsize,2011-01-28,2011,01
1700,VW46878,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-08,2011,02
1701,TW91179,Oregon,Yes,Extended,College,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Branch,Four-Door Car,Medsize,2011-01-06,2011,01
1702,LG19551,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Call Center,Four-Door Car,Medsize,2011-01-25,2011,01
1703,QK18099,Washington,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Web,Four-Door Car,Large,2011-01-12,2011,01
1704,WN14473,Arizona,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Call Center,Two-Door Car,Medsize,2011-02-17,2011,02
1705,WH62198,California,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Call Center,Four-Door Car,Small,2011-02-26,2011,02
1706,SP85148,California,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Web,Sports Car,Small,2011-01-31,2011,01
1707,FB49203,California,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Agent,Two-Door Car,Medsize,2011-02-26,2011,02
1708,FF94341,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Special Auto,Special L3,Branch,Four-Door Car,Medsize,2011-01-26,2011,01
1709,TS42594,California,Yes,Premium,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,Agent,Four-Door Car,Medsize,2011-02-01,2011,02
1710,IL43607,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Branch,Four-Door Car,Medsize,2011-01-02,2011,01
1711,FL85008,Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Agent,SUV,Small,2011-02-23,2011,02
1712,AN47199,Nevada,No,Extended,College,Unemployed,F,Rural,Married,Personal Auto,Personal L2,Agent,Two-Door Car,Large,2011-02-11,2011,02
1713,SV28347,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Branch,SUV,Medsize,2011-02-14,2011,02
1714,IC78105,Arizona,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L1,Branch,Luxury Car,Medsize,2011-01-16,2011,01
1715,RB28630,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Branch,Four-Door Car,Small,2011-02-20,2011,02
1716,KA32645,Nevada,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Branch,Four-Door Car,Medsize,2011-02-02,2011,02
1717,QD73891,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L1,Web,Four-Door Car,Small,2011-01-13,2011,01
1718,LM58949,Oregon,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Agent,Four-Door Car,Medsize,2011-01-30,2011,01
1719,YG40323,Arizona,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-17,2011,01
1720,EP82214,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Special Auto,Special L2,Branch,Four-Door Car,Medsize,2011-01-07,2011,01
1721,EO91797,Nevada,No,Extended,Master,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Agent,SUV,Medsize,2011-01-11,2011,01
1722,RU50098,Arizona,Yes,Basic,Master,Employed,F,Rural,Single,Personal Auto,Personal L3,Web,Four-Door Car,Medsize,2011-01-14,2011,01
