,customer,response,effective_to_date,gender_f,gender_m,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,state_Arizona,state_California,state_Nevada,state_Oregon,state_Washington,marital_status_Divorced,marital_status_Married,marital_status_Single,policy_combined_Corporate Auto_L1,policy_combined_Corporate Auto_L2,policy_combined_Corporate Auto_L3,policy_combined_Personal Auto_L1,policy_combined_Personal Auto_L2,policy_combined_Personal Auto_L3,policy_combined_Special Auto_L1,policy_combined_Special Auto_L2,policy_combined_Special Auto_L3,renew_offer_type_Offer1,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Agent,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_Four-Door Car,vehicle_class_Luxury Car,vehicle_class_Luxury SUV,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,employmentstatus_Disabled,employmentstatus_Employed,employmentstatus_Medical Leave,employmentstatus_Retired,employmentstatus_Unemployed,location_code_Rural,location_code_Suburban,location_code_Urban,vehicle_size_Large,vehicle_size_Medsize,vehicle_size_Small,coverage_Basic,coverage_Extended,coverage_Premium,education_Bachelor,education_College,education_Doctor,education_High School or Below,education_Master,day,week,month
1715,YQ73717,0,2011-01-31,0,1,0,1,0,0.23614804831523276,0.34489097869487206,0,69,1,79,0,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,31,5,1
1716,FG99706,0,2011-01-06,1,0,0,1,0,0.25904552234106404,0.3848902957065341,0,77,20,89,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,6,1,1
1717,OM63414,0,2011-02-21,1,0,0,1,0,0.22688293346280533,0.12223897631114615,62258,65,14,17,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,21,8,2
1718,JQ74890,0,2011-01-19,0,1,1,0,0,0.0731821531084289,0.7699988168535354,0,80,10,81,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,19,3,1
1719,FP93662,0,2011-02-06,1,0,1,0,0,0.9943167532604876,0.48988850286214686,58516,98,14,75,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,6,5,2
1720,PF40592,0,2011-01-08,1,0,0,1,0,0.21765926335003913,0.12327625755790218,23285,65,30,22,0,7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,8,1,1
1721,EW82164,0,2011-02-03,1,0,0,1,0,0.1622396380007273,0.5198879906208934,56901,104,29,82,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3,5,2
1722,KV99550,0,2011-02-14,0,1,0,1,0,0.3300642372339535,0.3048916616832101,0,61,12,75,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,14,7,2
1723,CA96230,0,2011-02-10,0,1,0,1,0,0.5212681045013543,0.23744429668030084,99443,117,6,6,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,10,6,2
1724,QN17712,0,2011-01-11,1,0,0,1,0,0.45275986290982606,0.38850811101567106,0,113,4,70,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,11,2,1
1725,KM79894,0,2011-01-21,0,1,1,0,0,0.08558519280202376,0.44635662429397344,88246,77,3,27,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,21,3,1
1726,DZ45471,1,2011-02-03,0,1,0,1,0,0.4063552003486617,0.27955022147163505,64801,64,23,19,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,3,5,2
1727,BN74268,0,2011-01-04,1,0,0,1,0,0.7052565135115441,0.4948884174886046,28045,99,7,99,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,4,1,1
1728,QJ93301,0,2011-01-11,0,1,0,1,0,0.15408653620677656,0.45492758315318427,44661,101,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,11,2,1
1729,OO92815,0,2011-02-04,1,0,0,1,0,0.10102572649454303,0.4148897834652806,21246,83,19,51,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,4,5,2
1730,HV50891,1,2011-02-01,0,1,0,1,0,0.11653087052947755,0.4598890151034004,31278,92,24,95,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,5,2
1731,RK59543,1,2011-02-05,1,0,0,1,0,0.264324847688446,0.3548908079477876,74454,71,25,29,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,5,5,2
1732,IH54239,0,2011-02-01,0,1,0,1,0,0.22817280853067132,0.11668745964495988,62474,63,20,63,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,5,2
1733,RC95515,0,2011-01-16,0,1,0,1,0,0.20695009696789776,0.19266587793846754,20647,63,17,10,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,16,2,1
1734,RB49468,0,2011-01-20,1,0,0,1,0,0.40131851499649507,0.35426728942769964,0,70,9,96,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,20,3,1
1735,TP12241,0,2011-02-07,1,0,0,1,0,0.23056789233625039,0.32051753862136134,22338,67,9,37,1,9,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,7,6,2
1736,BD89564,1,2011-01-19,0,1,0,1,0,0.29251925419512903,0.7698837219437811,66839,154,33,24,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,19,3,1
1737,SG20925,0,2011-01-23,1,0,0,1,0,0.2350432041751294,0.049944836775245395,99428,64,16,25,1,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,23,3,1
1738,CJ97736,0,2011-02-16,1,0,0,1,0,0.2809671053970624,0.4803773475567904,31364,74,28,47,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,16,7,2
1739,SK79760,0,2011-01-02,0,1,1,0,0,0.8476919529179364,0.7149908842389849,15340,121,12,47,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,52,1
1740,YB70005,0,2011-01-02,0,1,0,0,1,0.5626190936064318,0.23015189828133684,36225,123,7,84,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,52,1
1741,QI40455,0,2011-02-27,1,0,0,1,0,0.7291883967810139,0.2821988314549529,0,107,18,79,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,27,8,2
1742,YL72747,0,2011-01-25,0,1,0,1,0,0.026258955680342783,0.3048916616832101,0,61,5,21,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,25,4,1
1743,FL18392,0,2011-02-28,1,0,0,1,0,0.27316803924899846,0.2880589824345416,77601,71,27,48,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,28,9,2
1744,AL21967,0,2011-01-05,0,1,1,0,0,0.5914681231110599,0.07417811257539443,74243,84,34,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,5,1,1
1745,KC67431,0,2011-01-18,1,0,0,1,0,0.6161805912755717,0.0839631944534547,46707,133,7,9,0,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,18,3,1
1746,EG40823,0,2011-01-20,1,0,0,1,0,0.17196594445143018,0.7973485644399287,0,116,6,63,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,20,3,1
1747,QO89177,0,2011-02-03,0,1,0,1,0,0.7169522901047333,0.5048882467415202,50234,101,12,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,5,2
1748,WI29961,0,2011-02-03,0,1,0,1,0,0.2530333184805442,0.34489097869487206,28343,69,19,88,0,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,3,5,2
1749,ZR11692,0,2011-01-29,0,1,1,0,0,0.2291452346078867,0.2256684904605254,74948,64,23,43,0,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,29,4,1
1750,No36572,0,2011-02-16,0,1,0,1,0,0.19195658189221895,0.5798869661383864,22728,116,28,81,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,16,7,2
1751,YZ56105,0,2011-01-11,1,0,0,1,0,0.32253446859959334,0.7423841914982634,0,99,14,48,2,9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,11,2,1
1752,MQ32284,0,2011-01-23,1,0,0,1,0,0.7388297880909687,0.721720778701037,35133,102,2,31,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,23,3,1
1753,NS38229,0,2011-02-21,1,0,0,1,0,0.23077107021641421,0.09110909222891685,63147,64,1,91,0,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,21,8,2
1754,IB41597,0,2011-02-12,1,0,0,1,0,0.6517115019454587,0.41823119516067586,67575,91,27,85,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,12,6,2
1755,IP68868,0,2011-01-18,0,1,0,1,0,0.1373755056663675,0.832382654774503,0,111,29,76,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,18,3,1
1756,EL70257,0,2011-01-01,1,0,0,1,0,0.4651398648957893,0.3548908079477876,48315,71,34,56,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,52,1
1757,NB27041,1,2011-01-21,1,0,1,0,0,0.510269614903072,0.5648872222590132,34337,113,20,44,0,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,21,3,1
1758,BM28359,0,2011-01-29,0,1,0,1,0,0.2541960207583106,0.3560137075242773,33818,72,6,34,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,29,4,1
1759,VB77950,0,2011-01-07,1,0,0,1,0,0.13356846929016333,0.48988850286214686,22439,98,30,63,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,7,1,1
1760,PE47967,0,2011-01-15,1,0,0,1,0,0.3850384327541264,0.18493035898078708,79055,186,32,24,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,15,2,1
1761,QR47308,0,2011-01-15,1,0,0,1,0,0.0605691112682728,0.34445654236287243,45191,69,18,34,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,15,2,1
1762,YU49449,0,2011-02-07,0,1,0,1,0,0.05206394966152075,0.3298912348154988,41990,66,23,19,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,7,6,2
1763,KN25124,0,2011-01-09,1,0,0,1,0,0.03994910107274388,0.2736866268008473,50979,61,25,45,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,9,1,1
1764,HI51182,0,2011-01-03,1,0,0,1,0,0.4686630606745359,0.7422618592120872,59888,106,6,14,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,3,1,1
1765,IE40701,0,2011-01-30,0,1,0,1,0,0.07001322002694338,0.3648906372007031,32807,73,10,10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,30,4,1
1766,VN92740,1,2011-01-11,1,0,1,0,0,0.062413202583878835,0.019603756932517043,50071,71,3,32,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,11,2,1
1767,IZ55070,0,2011-01-07,1,0,0,1,0,0.24603051070684542,0.34489097869487206,67796,69,7,24,4,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,7,1,1
1768,PQ19113,0,2011-02-10,1,0,0,1,0,0.35312556743072177,0.7770147460148783,90750,170,30,47,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,10,6,2
1769,AW48347,1,2011-01-31,0,1,0,1,0,0.7954034605282412,0.9373808619301158,0,125,6,61,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,31,5,1
1770,DY30071,0,2011-01-07,0,1,0,1,0,0.26888935804657954,0.07439293494896906,69387,71,16,37,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,7,1,1
1771,ZN24083,0,2011-02-26,0,1,1,0,0,0.25982617336410385,0.5124801285684712,29084,71,14,59,1,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,26,8,2
1772,JU74347,0,2011-01-03,0,1,1,0,0,0.4321915472936233,0.30331658961923225,60214,100,8,16,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,3,1,1
1773,YJ35850,0,2011-02-10,0,1,0,1,0,0.5630958510919908,0.40705806302524045,96018,122,8,60,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,10,6,2
1774,JP41935,0,2011-02-10,0,1,0,1,0,0.836300560281758,0.34989089332132983,20128,70,28,10,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,10,6,2
1775,UF59346,0,2011-02-09,0,1,0,1,0,0.16244847057534847,0.17318088043646654,90310,104,9,39,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,9,6,2
1776,RI85578,0,2011-02-22,1,0,0,1,0,0.0529118618660675,0.3632516651861502,79699,65,24,12,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,22,8,2
1777,PT15464,0,2011-02-03,1,0,0,1,0,0.5183627348140282,0.021485678965364997,68236,114,2,75,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,3,5,2
1778,BP92643,1,2011-02-01,1,0,0,1,0,0.8487952817617781,0.5798869661383864,59207,116,23,21,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,5,2
1779,NG85002,0,2011-01-26,0,1,1,0,0,0.6160956193004903,0.6748853440410838,21499,135,34,28,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,26,4,1
1780,GQ46925,0,2011-02-15,0,1,0,1,0,0.2805025749425588,0.5686368446925434,77563,143,35,58,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,15,7,2
1781,RF14806,0,2011-02-18,1,0,0,1,0,0.08563009249723044,0.3898902103329918,33415,78,15,44,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,18,7,2
1782,KJ23009,0,2011-02-26,1,0,1,0,0,0.6219988620930048,0.6648855147881683,20179,133,29,0,1,5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,26,8,2
1783,IB81655,0,2011-01-24,0,1,0,1,0,0.4144341911728755,0.5048882467415202,50147,101,4,37,0,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,24,4,1
1784,GK92563,0,2011-01-10,1,0,0,1,0,0.3518169275247407,0.06411896246038265,22492,85,34,88,0,7,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,10,2,1
1785,HR64684,0,2011-02-08,0,1,0,1,0,0.4855449920551088,0.4948884174886046,0,99,25,57,5,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,8,6,2
1786,QS96715,0,2011-01-30,1,0,0,1,0,0.4456506235176567,0.26534826397005934,93715,102,9,43,2,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,30,4,1
1787,SW55711,0,2011-02-04,0,1,1,0,0,0.13706824817976423,0.5148880759944356,23540,103,30,23,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4,5,2
1788,LZ19268,1,2011-01-26,1,0,0,1,0,0.6963736989840534,0.509888161367978,25370,102,10,77,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,26,4,1
1789,KB99097,1,2011-01-30,1,0,0,0,1,0.1833703880377723,0.3648906372007031,0,73,35,52,3,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,30,4,1
1790,AP52126,0,2011-01-28,1,0,0,1,0,0.8045328352616383,0.23791241264555404,68562,108,29,52,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,28,4,1
1791,EX61844,0,2011-02-27,0,1,0,1,0,0.8665961724098982,0.3405973509668989,36733,71,21,28,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,27,8,2
1792,QC30857,0,2011-02-28,1,0,0,1,0,0.07385943434653258,0.19982522027603045,45768,73,33,27,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,28,9,2
1793,RT69513,0,2011-02-25,1,0,0,1,0,0.20565764676856138,0.3198914055625833,0,64,34,47,0,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,25,8,2
1794,HV85198,0,2011-02-01,0,1,0,1,0,0.4699312743550019,0.1932969140385261,63513,70,13,76,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,5,2
1795,BS91566,0,2011-02-04,1,0,1,0,0,0.2525883228085197,0.14650612236629393,58161,68,19,19,0,5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,5,2
