,customer,state,response,coverage,education,effective_to_date,employmentstatus,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,gender_f,gender_m,policy_combined,corporate_auto,personal_auto,special_auto,customer_lifetime_value,total_claim_amount,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies
2387,RA17555,Oregon,0,Basic,High School or Below,2011-02-07,Employed,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,5176.730072,232.879766,41533,65,2,46,0,9
2388,AW71157,California,0,Basic,College,2011-01-16,Employed,Rural,Divorced,Offer3,Web,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,5531.723723,17.484679,50097,71,25,81,0,5
2389,IN91592,California,0,Basic,Bachelor,2011-02-28,Employed,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2810.671023,422.59237,73858,72,8,59,3,1
2390,WX37953,Oregon,0,Basic,College,2011-02-22,Employed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,2780.729047,387.545055,94943,69,3,22,0,1
2391,NL85206,California,0,Basic,College,2011-02-21,Employed,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2572.452634,14.464783,72685,68,20,97,5,1
2392,PR23514,California,0,Basic,College,2011-01-23,Employed,Rural,Divorced,Offer2,Web,Luxury SUV,Medsize,0,1,Personal Auto_L3,0,1,0,7664.219255,161.61574,60184,199,7,44,1,1
2393,XZ23352,California,0,Basic,High School or Below,2011-02-13,Unemployed,Suburban,Single,Offer4,Call Center,SUV,Small,1,0,Corporate Auto_L3,1,0,0,3839.746159,763.2,0,106,29,38,0,1
2394,MX80067,California,0,Basic,High School or Below,2011-01-08,Employed,Suburban,Single,Offer3,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2509.268453,307.2,74045,64,23,83,0,1
2395,HR10835,Nevada,0,Extended,High School or Below,2011-02-11,Employed,Rural,Married,Offer2,Branch,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,14566.09246,42.131925,52564,122,33,28,0,2
2396,FR15942,Washington,0,Extended,Bachelor,2011-01-06,Medical Leave,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,3220.775528,417.6,19098,87,35,3,0,1
2397,GX22886,Arizona,0,Extended,College,2011-01-25,Employed,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,3199.824902,239.964694,78784,80,33,72,0,1
2398,YT84266,Oregon,0,Basic,College,2011-02-17,Employed,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,4918.916267,302.4,29256,63,33,41,0,5
2399,GH48715,Arizona,0,Basic,High School or Below,2011-01-31,Employed,Rural,Single,Offer3,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,5623.757656,23.89816,77912,71,2,21,1,3
2400,BN46866,Oregon,0,Basic,College,2011-02-25,Employed,Rural,Married,Offer1,Web,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0,5677.465907,99.039453,45345,72,28,86,0,3
2401,CG94611,Oregon,0,Extended,College,2011-01-07,Medical Leave,Suburban,Single,Offer4,Agent,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,3016.444225,412.8,25630,86,8,63,0,1
2402,GK94889,California,0,Basic,College,2011-02-12,Employed,Rural,Married,Offer3,Web,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0,5279.124682,169.414572,22280,68,10,48,0,3
2403,QN62538,Nevada,0,Basic,High School or Below,2011-02-24,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Small,0,1,Corporate Auto_L2,1,0,0,4803.935174,496.8,0,69,31,25,0,7
2404,UQ13133,Nevada,0,Basic,Master,2011-02-11,Employed,Rural,Married,Offer4,Branch,Four-Door Car,Small,0,1,Personal Auto_L1,0,1,0,2608.786334,39.532978,61567,65,35,78,0,1
2405,DI65961,Arizona,0,Basic,High School or Below,2011-01-09,Employed,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,7832.569008,316.8,34644,66,7,36,0,2
2406,WQ85760,California,0,Basic,College,2011-02-05,Medical Leave,Suburban,Divorced,Offer3,Branch,SUV,Medsize,0,1,Corporate Auto_L3,1,0,0,4260.33573,856.8,26991,119,34,65,0,1
2407,No35621,Arizona,0,Basic,Bachelor,2011-01-19,Employed,Suburban,Single,Offer2,Call Center,Two-Door Car,Small,0,1,Personal Auto_L2,0,1,0,2369.369299,624.42874,49746,61,5,88,0,1
2408,TV53243,Arizona,0,Basic,College,2011-01-08,Employed,Urban,Married,Offer3,Agent,Two-Door Car,Medsize,1,0,Corporate Auto_L1,1,0,0,2652.067994,261.549577,49625,66,29,9,0,1
2409,WV53081,Arizona,0,Basic,College,2011-02-14,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L1,1,0,0,2597.864075,150.235884,49308,65,7,97,0,1
2410,LL57541,California,0,Extended,Master,2011-01-14,Employed,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,7712.436971,175.243467,63624,95,10,5,0,5
2411,RP27249,Oregon,0,Basic,Master,2011-01-11,Employed,Urban,Married,Offer4,Agent,SUV,Large,1,0,Personal Auto_L3,0,1,0,4698.88415,443.637243,80358,116,19,2,0,1
2412,OT85112,Washington,0,Extended,College,2011-02-24,Employed,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,3403.919366,91.55098,38460,88,15,1,1,1
2413,GV47847,California,0,Basic,High School or Below,2011-01-02,Unemployed,Suburban,Single,Offer4,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,4355.702301,460.8,0,64,22,22,0,4
2414,BB48165,California,0,Basic,Bachelor,2011-01-03,Unemployed,Suburban,Single,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,11095.97445,727.2,0,101,10,48,0,2
2415,HH80006,Oregon,0,Extended,High School or Below,2011-02-15,Unemployed,Suburban,Single,Offer1,Web,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0,3300.684961,711.323244,0,92,3,9,0,1
2416,TH70115,California,0,Extended,College,2011-01-20,Employed,Urban,Married,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,6981.081694,294.691896,34835,89,1,45,2,9
2417,KN27565,Oregon,0,Basic,Master,2011-01-23,Employed,Rural,Single,Offer3,Agent,Luxury SUV,Small,0,1,Special Auto_L2,0,0,1,7639.670244,451.896687,34075,196,8,87,0,1
2418,QF76244,Oregon,0,Basic,Doctor,2011-01-02,Employed,Urban,Married,Offer4,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2915.649943,245.103885,83218,72,6,42,0,1
2419,PU73561,Arizona,0,Basic,Bachelor,2011-02-14,Employed,Suburban,Married,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L2,0,1,0,4196.429642,504.0,24641,105,12,82,0,1
2420,ST59524,Oregon,0,Basic,College,2011-01-13,Unemployed,Suburban,Married,Offer3,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,2657.570431,340.8,0,71,22,25,0,1
2421,EZ77297,California,0,Extended,Master,2011-01-27,Employed,Urban,Single,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,3267.709691,338.744392,28729,90,26,19,3,1
2422,DR84843,Arizona,0,Basic,Bachelor,2011-01-14,Employed,Rural,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2584.532849,125.704164,72731,65,10,7,0,1
2423,MV54498,California,0,Basic,College,2011-02-13,Employed,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5503.919257,116.600107,59932,71,16,77,1,3
2424,EM85557,Washington,0,Basic,College,2011-02-16,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0,8021.067105,321.6,54292,67,4,26,0,2
2425,XT54610,California,0,Basic,Bachelor,2011-01-14,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,1904.000852,302.4,0,63,22,7,3,1
2426,CE16324,Nevada,0,Extended,College,2011-01-24,Employed,Urban,Married,Offer1,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,7288.297591,340.32278,59414,91,23,21,0,3
2427,KX75698,Oregon,0,Extended,High School or Below,2011-01-08,Employed,Suburban,Married,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,5553.521059,749.244062,96587,138,31,99,0,1
2428,UV82770,California,0,Basic,Bachelor,2011-01-11,Unemployed,Suburban,Divorced,Offer3,Call Center,SUV,Medsize,0,1,Personal Auto_L1,0,1,0,11702.34819,532.8,0,111,15,12,0,2
2429,XF96605,California,0,Basic,College,2011-01-25,Employed,Urban,Divorced,Offer1,Agent,Two-Door Car,Large,0,1,Personal Auto_L2,0,1,0,2957.102851,195.405949,94362,74,21,96,0,1
2430,JG35886,California,0,Premium,College,2011-01-21,Employed,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,4111.888285,480.073548,65085,103,20,55,0,1
2431,XY66810,California,0,Basic,Bachelor,2011-02-09,Unemployed,Suburban,Single,Offer2,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,15122.99194,518.4,0,72,35,86,0,2
2432,ON50913,California,0,Basic,College,2011-01-14,Unemployed,Suburban,Married,Offer1,Agent,Four-Door Car,Small,1,0,Special Auto_L2,0,0,1,12807.09083,450.760925,0,69,32,21,0,2
2433,LS59408,Arizona,0,Basic,High School or Below,2011-01-20,Unemployed,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,2500.241685,664.128009,0,67,4,44,0,1
2434,XQ14689,Nevada,0,Basic,College,2011-02-14,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0,4260.709139,446.4,0,62,1,73,0,3
2435,QF55724,California,0,Basic,Bachelor,2011-02-20,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2609.533154,316.8,60798,66,21,57,0,1
2436,FD79560,Arizona,0,Basic,High School or Below,2011-01-09,Employed,Suburban,Divorced,Offer1,Branch,Two-Door Car,Small,1,0,Special Auto_L3,0,0,1,10796.44832,331.2,30761,69,16,16,2,2
2437,KM18818,Arizona,0,Basic,College,2011-02-21,Employed,Rural,Married,Offer1,Agent,Two-Door Car,Large,1,0,Personal Auto_L3,0,1,0,2590.654042,77.54669,25981,65,33,38,0,1
2438,LJ93770,Arizona,0,Basic,Doctor,2011-01-29,Employed,Urban,Married,Offer2,Branch,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,4194.659772,429.695284,25581,105,9,21,0,1
2439,MK52711,California,0,Basic,High School or Below,2011-01-11,Employed,Rural,Married,Offer2,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,10314.52484,74.463101,99759,65,12,25,3,2
2440,AZ68184,Washington,0,Basic,High School or Below,2011-01-18,Employed,Suburban,Married,Offer4,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,9028.307862,573.941286,76514,112,19,0,0,3
2441,NN52789,Arizona,1,Basic,Bachelor,2011-02-25,Disabled,Suburban,Married,Offer1,Branch,Sports Car,Large,0,1,Personal Auto_L2,0,1,0,3954.344534,535.080276,18375,103,8,50,0,1
2442,XC68458,California,0,Extended,Bachelor,2011-01-20,Medical Leave,Suburban,Single,Offer1,Web,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0,6089.517361,403.2,21832,84,29,39,0,3
2443,AF49027,Arizona,0,Premium,College,2011-02-26,Unemployed,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,12827.42831,842.4,0,117,25,43,0,2
2444,PR22184,California,0,Basic,College,2011-01-13,Employed,Suburban,Married,Offer4,Branch,Sports Car,Medsize,1,0,Corporate Auto_L2,1,0,0,9135.291575,542.4,95330,113,1,1,0,3
2445,GM98732,California,0,Basic,College,2011-01-26,Unemployed,Suburban,Married,Offer1,Agent,SUV,Small,1,0,Personal Auto_L2,0,1,0,7902.681227,634.396608,0,106,21,25,0,9
2446,NP66209,California,0,Basic,College,2011-02-08,Unemployed,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,14827.91055,326.4,0,68,31,69,2,2
2447,GA46608,Oregon,0,Basic,Bachelor,2011-02-21,Employed,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,2500.834374,302.4,25899,63,20,36,0,1
2448,FZ79470,Arizona,0,Basic,Bachelor,2011-02-24,Unemployed,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5395.346288,355.2,0,74,13,30,0,4
2449,KR10942,Oregon,0,Basic,Bachelor,2011-01-21,Employed,Urban,Married,Offer4,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2651.615963,314.044227,33201,66,9,56,0,1
2450,AW86033,California,0,Basic,College,2011-01-13,Disabled,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,2119.894333,292.8,18287,61,6,56,4,1
2451,LM79063,Arizona,0,Extended,Doctor,2011-02-13,Employed,Suburban,Divorced,Offer2,Call Center,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0,7155.471967,427.2,76506,89,35,65,0,8
2452,NB30963,California,0,Extended,High School or Below,2011-02-19,Employed,Rural,Married,Offer1,Agent,Two-Door Car,Large,0,1,Personal Auto_L3,0,1,0,5994.226432,166.1306,41859,76,18,58,0,5
2453,BN74259,Arizona,0,Basic,High School or Below,2011-02-21,Employed,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0,2833.797966,350.4,45360,73,16,71,0,1
2454,RE97741,California,0,Extended,High School or Below,2011-02-12,Unemployed,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,5846.41534,648.0,0,90,16,66,2,6
2455,HN69035,Arizona,0,Basic,College,2011-02-15,Employed,Rural,Married,Offer3,Web,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,2867.211836,165.520952,91810,71,27,43,0,1
2456,SI48717,Oregon,0,Extended,College,2011-02-20,Employed,Suburban,Divorced,Offer2,Call Center,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,14435.66453,636.982333,70600,122,26,5,1,2
2457,PJ67250,Arizona,0,Extended,College,2011-01-19,Employed,Suburban,Married,Offer1,Agent,SUV,Medsize,1,0,Special Auto_L2,0,0,1,5237.477743,934.656068,33554,131,25,36,0,1
2458,SH85263,California,0,Basic,Bachelor,2011-01-15,Employed,Urban,Married,Offer1,Branch,Two-Door Car,Large,0,1,Personal Auto_L3,0,1,0,7710.912153,282.146354,77642,64,20,14,0,2
2459,WV37081,California,0,Basic,College,2011-01-13,Employed,Urban,Married,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5158.576449,298.954932,25963,66,11,35,0,9
2460,No61408,California,0,Extended,Bachelor,2011-02-23,Employed,Suburban,Married,Offer1,Branch,SUV,Large,1,0,Personal Auto_L1,0,1,0,5414.897604,652.8,57452,136,25,10,1,1
2461,DE91458,Washington,0,Extended,Master,2011-01-10,Unemployed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2903.749709,491.66348,0,77,15,89,0,1
2462,EP83939,Arizona,0,Basic,High School or Below,2011-01-26,Employed,Rural,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,5575.751228,109.904496,91416,69,4,39,0,5
2463,IU17657,California,0,Basic,Bachelor,2011-01-30,Disabled,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2616.409509,383.224514,22000,69,27,36,0,1
2464,EO95166,Oregon,0,Premium,Bachelor,2011-01-27,Employed,Urban,Divorced,Offer1,Branch,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0,4617.838205,554.957693,41167,118,16,4,0,1
2465,EZ60033,California,0,Extended,Bachelor,2011-01-12,Unemployed,Suburban,Married,Offer1,Branch,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0,3200.795405,412.8,0,86,8,37,0,1
2466,KK58047,Oregon,0,Basic,College,2011-01-31,Employed,Suburban,Married,Offer2,Web,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,8583.854913,340.8,53944,71,13,20,0,2
2467,JW62354,Nevada,1,Basic,College,2011-02-10,Employed,Rural,Married,Offer2,Branch,SUV,Large,1,0,Personal Auto_L1,0,1,0,4349.30875,112.660916,75648,108,28,10,0,1
2468,TT18939,California,0,Basic,Bachelor,2011-01-05,Medical Leave,Rural,Divorced,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,4729.593583,71.303109,29414,64,2,32,0,3
2469,IJ21010,Arizona,1,Extended,Bachelor,2011-02-03,Employed,Suburban,Single,Offer2,Agent,SUV,Medsize,1,0,Personal Auto_L2,0,1,0,5015.009472,624.0,48567,130,12,15,0,1
2470,PZ31902,Arizona,0,Basic,Bachelor,2011-02-22,Employed,Urban,Married,Offer4,Web,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5797.604861,201.327931,69276,74,14,22,2,8
2471,WD88540,California,0,Extended,High School or Below,2011-01-20,Unemployed,Suburban,Married,Offer4,Web,Two-Door Car,Large,0,1,Personal Auto_L1,0,1,0,3475.07136,460.8,0,96,6,60,0,1
2472,IL67915,Arizona,0,Premium,College,2011-02-12,Employed,Urban,Single,Offer1,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,8542.218196,462.654347,50117,107,13,98,0,4
2473,FJ60600,Oregon,0,Extended,High School or Below,2011-02-26,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,6776.353402,818.730215,0,96,0,38,0,3
2474,XP96549,Oregon,0,Basic,High School or Below,2011-02-19,Employed,Suburban,Married,Offer2,Branch,SUV,Large,1,0,Personal Auto_L3,0,1,0,4429.193391,537.6,20868,112,14,11,0,1
2475,VC34797,California,0,Basic,Bachelor,2011-01-27,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0,2435.535995,10.560419,40921,62,0,50,2,1
2476,QV30663,Nevada,0,Extended,Master,2011-02-28,Employed,Rural,Married,Offer3,Call Center,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,9863.502214,272.788141,99654,121,13,95,0,3
2477,AK90865,Oregon,0,Basic,High School or Below,2011-02-22,Unemployed,Suburban,Single,Offer2,Agent,Sports Car,Medsize,1,0,Special Auto_L2,0,0,1,8207.858272,686.90827,0,110,16,17,0,5
2478,BX51438,Arizona,0,Basic,Bachelor,2011-02-23,Employed,Urban,Married,Offer4,Web,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,2781.446975,302.942519,56218,72,17,74,2,1
2479,DU38713,Arizona,0,Basic,High School or Below,2011-02-04,Employed,Rural,Married,Offer2,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0,5807.994569,37.28874,70717,72,20,89,0,5
2480,WQ13284,California,0,Basic,College,2011-01-13,Employed,Urban,Divorced,Offer1,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,8395.272249,319.131547,62989,71,3,18,1,2
2481,JB36584,Arizona,0,Basic,Master,2011-02-04,Employed,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,14333.92489,340.8,41459,71,8,4,0,2
2482,WQ23548,California,0,Basic,Master,2011-02-22,Unemployed,Suburban,Single,Offer4,Web,SUV,Medsize,1,0,Personal Auto_L2,0,1,0,11003.54385,489.6,0,102,20,7,1,2
2483,WZ98067,Oregon,0,Premium,College,2011-01-09,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,4049.807215,77.479316,42512,105,15,72,1,1
2484,AQ11656,Arizona,0,Basic,Bachelor,2011-02-08,Unemployed,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,2141.750757,437.040616,0,61,5,90,0,1
2485,KL14426,Nevada,0,Extended,Doctor,2011-01-11,Employed,Urban,Married,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0,5079.843625,353.397699,83288,124,18,70,0,1
2486,PG48617,California,0,Basic,High School or Below,2011-01-03,Employed,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0,2895.522489,231.969205,46267,72,4,73,0,1
2487,QB24570,Oregon,1,Extended,Master,2011-02-23,Unemployed,Suburban,Single,Offer1,Branch,Sports Car,Medsize,1,0,Corporate Auto_L3,1,0,0,9031.214859,650.52179,0,122,15,47,0,9
2488,NI68379,Oregon,0,Extended,Master,2011-01-17,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,6554.390004,388.8,74424,81,26,74,0,9
2489,RS92763,Oregon,0,Basic,College,2011-02-16,Unemployed,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,7487.744636,693.084662,0,72,15,70,0,2
2490,PA75237,Nevada,0,Basic,Doctor,2011-02-04,Employed,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,15118.89548,432.480275,58883,62,1,47,0,2
2491,LR35392,Oregon,0,Premium,High School or Below,2011-02-25,Employed,Suburban,Single,Offer1,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,9007.431501,556.8,41539,116,11,35,0,3
2492,KC22636,California,0,Basic,High School or Below,2011-02-17,Employed,Rural,Married,Offer2,Web,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0,5488.931031,65.659137,33881,68,11,83,0,9
2493,IJ98317,California,0,Extended,Bachelor,2011-02-24,Employed,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,7234.142952,59.853369,86448,90,25,79,0,6
2494,DY49235,Arizona,0,Basic,College,2011-01-10,Disabled,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,5205.751205,378.345883,25237,69,23,52,0,9
2495,EG94409,Nevada,0,Basic,High School or Below,2011-01-12,Unemployed,Suburban,Single,Offer2,Branch,Four-Door Car,Medsize,1,0,Special Auto_L2,0,0,1,4697.152892,482.4,0,67,10,75,0,7
2496,GB59748,Arizona,0,Extended,College,2011-01-02,Employed,Urban,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,6207.171358,203.296071,49419,77,3,34,0,4
2497,MP68135,Oregon,0,Extended,College,2011-02-07,Employed,Suburban,Married,Offer1,Call Center,Four-Door Car,Small,0,1,Personal Auto_L2,0,1,0,6615.815683,398.4,90414,83,7,49,1,6
2498,CZ56843,California,0,Extended,College,2011-01-19,Employed,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,9708.504642,412.8,39930,86,22,64,1,2
2499,DJ47372,California,0,Extended,Doctor,2011-02-01,Disabled,Suburban,Divorced,Offer3,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,10831.13004,460.8,23202,96,29,59,0,2
2500,XZ51937,California,1,Basic,Master,2011-01-16,Employed,Suburban,Divorced,Offer2,Branch,SUV,Medsize,1,0,Personal Auto_L1,0,1,0,4626.801093,547.2,79487,114,20,87,0,1
2501,IZ27630,Oregon,0,Extended,Master,2011-01-11,Employed,Urban,Single,Offer2,Branch,Two-Door Car,Large,0,1,Personal Auto_L2,0,1,0,6748.231188,324.413656,68423,85,14,81,0,7
2502,IM14119,Arizona,0,Basic,Bachelor,2011-02-03,Employed,Suburban,Married,Offer2,Branch,Two-Door Car,Small,1,0,Special Auto_L3,0,0,1,2542.06388,302.4,84495,63,15,61,0,1
2503,PN53766,California,0,Basic,Doctor,2011-01-14,Employed,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,5450.394878,330.138332,43091,69,2,36,1,6
2504,DQ93036,Arizona,0,Extended,High School or Below,2011-01-11,Employed,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0,7243.865476,40.536151,41951,91,30,56,0,7
2505,WA70405,Nevada,0,Basic,College,2011-01-13,Employed,Suburban,Single,Offer3,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0,8306.550901,504.0,89834,105,17,14,0,3
2506,NF51705,Nevada,0,Basic,High School or Below,2011-01-09,Employed,Urban,Single,Offer2,Branch,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,2734.514945,270.381385,92157,69,19,33,0,1
2507,LR37068,Oregon,0,Extended,College,2011-01-10,Employed,Suburban,Married,Offer1,Web,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0,11030.66148,446.4,35773,93,25,89,0,2
2508,EC18611,Nevada,0,Extended,High School or Below,2011-02-16,Unemployed,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0,3402.39442,475.2,0,99,16,20,0,1
2509,NP88319,Oregon,0,Basic,High School or Below,2011-02-02,Disabled,Suburban,Married,Offer4,Call Center,Two-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0,6945.016955,314.528138,15850,61,28,14,0,2
2510,AA11235,Nevada,0,Basic,Bachelor,2011-01-28,Medical Leave,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,2568.843396,350.4,11167,73,0,99,3,1
2511,DL55489,Oregon,0,Basic,High School or Below,2011-02-05,Employed,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,0,1,Corporate Auto_L2,1,0,0,5764.648599,345.6,21195,72,23,10,0,9
2512,UU53919,Oregon,0,Basic,Master,2011-01-14,Employed,Urban,Married,Offer3,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0,5403.546122,184.955105,27430,68,25,12,0,4
2513,JI11950,California,0,Basic,High School or Below,2011-02-18,Unemployed,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0,4899.231772,302.4,0,63,21,78,0,7
2514,QB82117,Oregon,1,Basic,High School or Below,2011-01-24,Unemployed,Suburban,Married,Offer2,Web,Sports Car,Medsize,0,1,Personal Auto_L2,0,1,0,9048.983447,571.2,0,119,9,8,0,3
2515,MR33456,Washington,0,Basic,High School or Below,2011-02-13,Employed,Suburban,Single,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L2,0,1,0,8093.898245,513.6,59839,107,8,52,2,8
2516,YN17362,California,0,Basic,College,2011-02-13,Unemployed,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0,2496.766693,350.4,0,73,13,33,0,1
